date,w_000338.SZ,w_002027.SZ,w_002371.SZ,w_600009.SH,w_600029.SH,w_600183.SH,w_600406.SH,w_600900.SH,w_601989.SH,w_601998.SH,w_CASH
2023-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-08-08,0.08006375791224843,0.0629003477882496,0.08190322129076343,0.08252093367049869,0.08353009206651144,0.08083255965926682,0.12381714902647226,0.19287317461009687,0.10081110155149073,0.11074766242440169,0
2023-08-09,0.0801148947098064,0.06293809778110414,0.08177274157099242,0.0827062290982003,0.08326700161322148,0.0807683521457677,0.12550067300352905,0.19198808608011514,0.10067898002924569,0.11026494396801767,0
2023-08-10,0.07998960633678492,0.06299853792432172,0.08177417787071878,0.08284726788107424,0.08342642282497692,0.08052717850335031,0.12592047009871532,0.19261217638916708,0.09993822491806637,0.10996593725282443,0
2023-08-11,0.08005701951574933,0.06298828905293831,0.08186099306803331,0.08292836545225678,0.08327053108781601,0.08032101722958533,0.12568102034469816,0.19304023516996102,0.09982030682446204,0.11003222225449978,0
2023-08-14,0.08034562592623082,0.06326980166350488,0.08187480625903824,0.08233018916608346,0.08253188815178594,0.08001879845085592,0.12557389588086826,0.19364301372142254,0.09995559666695378,0.11045638411325634,0
2023-08-15,0.07972235365464014,0.06418433875538532,0.08348873406217384,0.08396687022922958,0.08363398222983291,0.07986140862413907,0.12163308011208622,0.19202151033098097,0.10134087908610026,0.11014684291543161,0
2023-08-16,0.07984950923299038,0.06434238441480755,0.08340076780307676,0.08490091799805759,0.08340798031085515,0.08011238878720868,0.12124843202998033,0.1918374244446505,0.10134989264434871,0.1095503023340243,0
2023-08-17,0.08058183452397301,0.06426754400900571,0.08238844372517813,0.08434805243514693,0.08326121359230657,0.08026334703209474,0.12222951140343583,0.19205823767967514,0.10095273978470841,0.10964907581447556,0
2023-08-18,0.08071218775702503,0.06437354784115386,0.08213826699165003,0.0846208305234261,0.08307122520752461,0.08006281147221493,0.12246270277963818,0.19166900436240109,0.10105388283060279,0.1098355402343635,0
2023-08-21,0.08032572222566743,0.0645399935363453,0.08199128020195175,0.08492521098621596,0.08275134329007176,0.07986807371538222,0.12358790031724841,0.19276548157652584,0.09965359382290569,0.10959140032768555,0
2023-08-22,0.08052876074544223,0.06435161875284892,0.08388086401590307,0.08394448147617271,0.08240400387293659,0.0798768137157477,0.12239988206605831,0.193855562060943,0.09846797806477582,0.11029003522917169,0
2023-08-23,0.08083693361666205,0.06541197694776683,0.08460237849600202,0.08076107590946631,0.08219535600190894,0.08026318666914083,0.12290998809529151,0.1940419616150395,0.09904780930554202,0.1099293333431801,0
2023-08-24,0.08102215143774534,0.06547379141076999,0.08466404005780691,0.08154654348181406,0.08227133252608533,0.07983149059692235,0.12264567714037802,0.19375283548876493,0.09887819589699288,0.1099139419627202,0
2023-08-25,0.0812370630519365,0.06559228410667568,0.08396172907321153,0.08140821852031258,0.0824205562704153,0.07941263571492102,0.12203773471600038,0.19466228801216726,0.09844357943232825,0.11082391110203171,0
2023-08-28,0.08128438853834552,0.06602401251181339,0.08348345085330387,0.08137587356955714,0.0822408141274646,0.07984268034687143,0.1214678123342998,0.19448543821949718,0.09909517522727156,0.11070035427157561,0
2023-08-29,0.0812667652818209,0.06600646382722715,0.08344882981272679,0.08139040983725354,0.08223137205728055,0.07983989135001945,0.1214022262445672,0.1946545197084941,0.09909005009524594,0.11066947178536439,0
2023-08-30,0.08098758780433069,0.06612721224805226,0.08354934516568129,0.0816869591229954,0.08239674843069347,0.07967613665681812,0.12084601867213883,0.19520999338092743,0.09907691363158429,0.11044308488677834,0
2023-08-31,0.08131638220756666,0.06616262665644167,0.08341820493883935,0.08118532422623928,0.082074801639787,0.07919360581049736,0.12011023972340532,0.19652634568930577,0.09900863193911645,0.11100383716880112,0
2023-09-01,0.08141962625385867,0.06615516663031717,0.083356972275112,0.08127946632383432,0.08240039371099218,0.07900644424653734,0.12030345938017009,0.19521060757645697,0.09958810239212298,0.11127976121059834,0
2023-09-04,0.08161120977602197,0.06613714960380665,0.08313466659645018,0.08130181942461147,0.08252764051764887,0.0790997942449958,0.11993925464713714,0.19545262637984984,0.09962570518529593,0.1111701336241822,0
2023-09-05,0.08182290141676941,0.06603488729955552,0.08332161151198303,0.08136851057321591,0.08251988284059572,0.07912784277731316,0.11990709692925991,0.19496445234148893,0.09976349721959897,0.11116931709021928,0
2023-09-06,0.08089367356392953,0.06618737224122986,0.08392892286665954,0.0812261740969512,0.08293075779667258,0.07847706594003485,0.11974380554049552,0.19711200238046855,0.09973645587177263,0.1097637697017858,0
2023-09-07,0.08088983727395252,0.0662496473323736,0.0842138931250832,0.08098833241378509,0.08268498903513632,0.07876832875128102,0.11912088094307849,0.19818294418203458,0.09947544931270626,0.10942569763056886,0
2023-09-08,0.08096734433956704,0.06579495320454266,0.08508641939457169,0.0801048522493119,0.08230176664630698,0.07926604902706944,0.12004757622690104,0.19730958472325255,0.1001201415736591,0.10900131261481767,0
2023-09-11,0.08093485776091716,0.06614737736851548,0.08385528637688429,0.0804100562968565,0.08295243279223483,0.07910546022309949,0.1179300519166983,0.19961252092156911,0.0999309693895386,0.10912098695368633,0
2023-09-12,0.08084726940693046,0.06612129363783183,0.08389089132936273,0.0804402449202414,0.08294598661056087,0.07911710410255514,0.11787349730275562,0.19966957489854875,0.0999942299633433,0.10909990782786995,0
