date,000338.SZ,002027.SZ,002371.SZ,600009.SH,600029.SH,600183.SH,600406.SH,600900.SH,601989.SH,601998.SH
2010-03-16,4.6699,1.492,12.3653,15.0836,5.9234,3.5885,3.1943,4.9168,4.0047,3.7238
2010-03-17,4.7768,1.5237,12.4617,15.6086,6.0735,3.743,3.2822,4.9748,4.0699,3.8038
2010-03-18,4.7267,1.5395,12.3046,15.5336,6.0999,3.7499,3.2873,4.9439,4.0403,3.7825
2010-03-19,4.7462,1.544,11.657,15.7252,6.3559,3.9353,3.3255,4.9439,4.064,3.7985
2010-03-22,4.8291,1.5712,11.8058,15.7919,6.3736,4.0692,3.4516,4.9323,4.1291,3.8359
2010-03-23,4.8082,1.5916,11.659,15.4836,6.2147,4.0383,3.629,4.8898,4.1173,3.7825
2010-03-24,4.7858,1.5667,12.8243,15.3419,6.1529,4.0109,3.852,4.8704,4.1114,3.7932
2010-03-25,4.6796,1.5984,13.0737,15.0252,6.1882,3.9353,3.7331,4.8395,4.058,3.7025
2010-03-26,5.0108,1.5961,13.407,15.4669,6.4619,4.0418,3.8086,4.8511,4.1114,3.8092
2010-03-29,5.0736,1.5803,13.6061,15.6002,6.5943,4.0383,3.748,4.913,4.1943,3.9479
2010-03-30,5.2104,1.6142,13.9372,15.6502,6.5678,4.1002,3.7525,4.8666,4.1943,3.9852
2010-03-31,5.1424,1.5893,13.8324,15.4419,6.6649,4.1757,3.931,4.8395,4.1351,3.9212
2010-04-01,5.3001,1.6255,13.8911,15.5002,6.6473,4.1826,4.2878,4.8666,4.1824,3.9479
2010-04-02,5.4646,1.6414,13.7989,15.6502,6.6473,4.107,4.2363,4.8627,4.2417,3.9212
2010-04-06,5.3001,1.6391,14.5659,15.6669,6.8415,4.1311,4.3233,4.8472,4.1765,3.9159
2010-04-07,5.2993,1.6142,14.6707,15.4919,6.8503,4.1791,4.4742,4.8743,4.2358,3.8785
2010-04-08,5.0983,1.6436,13.7989,15.5502,7.2299,4.4332,4.4719,4.855,4.2061,3.8359
2010-04-09,5.1184,1.6753,14.042,15.9252,7.38,4.5294,4.4399,4.9516,4.2121,3.8519
2010-04-12,4.945,1.7252,14.0986,16.3753,8.0597,4.5328,4.4376,5.083,4.1054,3.7718
2010-04-13,5.1087,1.6482,13.2665,15.9919,7.8037,4.4023,4.2844,5.0985,4.1587,3.8839
2010-04-14,5.0534,1.6436,13.2665,16.0586,7.8213,4.5088,4.2912,5.0946,4.1351,3.8625
2010-04-15,5.0758,1.6006,12.5099,15.7836,7.7595,4.5088,4.1483,5.0869,4.0995,3.8519
2010-04-16,5.0063,1.6006,12.598,15.7252,7.9361,4.4539,4.2077,5.0057,4.0521,3.7612
2010-04-19,4.6729,1.535,12.5435,14.7086,7.4241,4.1036,4.2089,4.9516,3.9692,3.5158
2010-04-20,4.6834,1.5735,12.4073,14.6836,7.7595,4.2409,4.4765,5.0444,4.0284,3.4464
2010-04-21,4.7843,1.6142,13.254,14.9836,8.1127,4.5088,4.6618,5.2724,4.058,3.4784
2010-04-22,4.6699,1.6301,13.4342,15.0336,8.1215,4.5672,4.7705,5.2918,3.9929,3.3717
2010-04-23,4.7955,1.6029,13.2037,14.9252,7.9449,4.4435,4.7773,5.1758,3.9573,3.3717
2010-04-26,4.9652,1.6278,13.518,15.2419,7.7949,4.5225,4.6801,5.342,3.9692,3.2543
2010-04-27,4.569,1.5554,12.9312,14.6586,7.7684,4.4951,4.504,5.3343,3.8922,3.1423
2010-04-28,4.5578,1.5961,12.7489,14.0419,7.7331,4.6015,4.6138,5.1951,3.8685,3.1636
2010-04-29,4.4957,1.5146,12.2019,13.4585,7.4506,4.4195,4.6618,5.1255,3.8507,3.1636
2010-04-30,4.7237,1.424,12.4261,13.3669,7.4506,4.162,4.6183,5.2763,3.9988,3.233
2010-05-04,4.6348,1.4263,12.5602,12.7502,7.5124,4.0658,4.6161,5.2106,4.064,3.121
2010-05-05,4.6931,1.4648,12.8516,12.7252,7.8037,4.2684,4.6401,5.1255,4.4431,3.1423
2010-05-06,4.403,1.4037,12.5812,11.8335,7.2652,4.107,4.6252,4.9903,4.4431,2.9342
2010-05-07,4.3956,1.4037,12.6336,11.3585,6.8591,3.9491,4.5932,4.8356,4.4431,2.8435
2010-05-10,4.4726,1.338,11.8623,11.5335,6.1706,3.6778,4.218,4.9516,4.4431,2.8916
2010-05-11,4.418,1.3176,11.1078,11.1918,5.8881,3.458,4.1654,4.8472,4.4431,2.7742
2010-05-12,4.3956,1.295,10.2548,11.0752,5.9675,3.4443,4.1426,4.8704,4.4431,2.9076
2010-05-13,4.4628,1.3131,10.4372,11.4668,6.1882,3.616,4.2809,4.94,4.4431,2.9396
2010-05-14,4.403,1.3199,10.3953,11.3752,6.0999,3.6297,4.2958,4.9709,4.4431,2.9182
2010-05-17,4.1848,1.1909,9.9342,10.4752,5.5615,3.3962,4.1448,4.8434,4.4431,2.7742
2010-05-18,4.2117,1.2067,10.039,10.5752,5.6939,3.458,4.1448,4.8434,4.4431,2.8596
2010-05-19,4.1706,1.1999,10.039,10.4918,5.7733,3.4443,4.5074,4.8898,4.4431,2.8275
2010-05-20,4.3014,1.175,10.0599,10.2168,5.6056,3.3825,4.5497,4.8202,4.4431,2.7902
2010-05-21,4.4419,1.1931,10.4393,10.5918,5.7027,3.4443,5.0049,4.8356,4.4431,2.8489
2010-05-24,4.5757,1.2407,11.0869,10.9585,6.1176,3.5988,5.1216,4.9091,4.4431,2.9823
2010-05-25,4.4599,1.2633,11.024,10.8835,5.9234,3.505,5.0427,4.7815,4.4431,2.8862
2010-05-26,4.4344,1.2497,10.9025,11.4918,6.0381,3.3973,5.1845,4.7738,4.4431,2.8649
2010-05-27,4.5167,1.2882,11.1351,11.9502,6.2059,3.4807,5.2359,4.8202,4.4431,2.8809
2010-05-28,4.4718,1.2769,11.1498,11.7168,6.1088,3.505,5.3355,4.7854,4.4431,2.8596
2010-05-31,4.3156,1.2067,10.4372,11.1418,5.7645,3.3452,5.2371,4.7351,4.4431,2.7742
2010-06-01,4.276,1.1773,10.192,10.9168,5.738,3.1715,5.2405,4.7119,4.4431,2.7689
2010-06-02,4.332,1.209,10.454,11.1752,5.7733,3.2341,5.2806,4.7042,4.4431,2.7689
2010-06-03,4.2969,1.2044,10.542,10.9668,5.7557,3.1785,5.3789,4.6888,4.4431,2.7422
2010-06-04,4.2431,1.2203,10.6887,10.9918,5.7733,3.2028,5.3355,4.7622,4.4431,2.7475
2010-06-07,4.1115,1.2542,10.9674,10.7335,5.6144,3.1507,5.1513,4.7042,4.4431,2.6995
2010-06-08,4.1227,1.2678,11.2755,10.9418,5.6232,3.1993,5.157,4.6733,4.4431,2.6728
2010-06-09,4.2595,1.2814,11.2755,11.2002,5.7733,3.2931,5.2291,4.7042,4.4431,2.9396
2010-06-10,4.2012,1.3086,11.374,11.1418,5.7468,3.3278,5.316,4.6849,4.4431,2.9236
2010-06-11,4.2386,1.2837,11.6087,11.0585,5.8969,3.2757,5.348,4.7042,4.4431,2.9076
2010-06-17,4.2386,1.261,11.1644,10.8418,5.8881,3.2375,5.2154,4.7119,4.4431,2.9663
2010-06-18,4.2401,1.2112,10.301,10.5502,5.9322,3.1125,4.6938,4.654,4.4431,2.9609
2010-06-21,4.3724,1.2542,10.521,10.8002,6.4177,3.1993,4.8002,4.7545,4.4431,3.0623
2010-06-22,4.3881,1.2837,10.6111,10.8752,6.3383,3.1993,4.8917,4.7583,4.4431,3.0409
2010-06-23,4.3963,1.3063,10.6174,10.6752,6.1441,3.1611,4.7819,4.7158,4.4431,3.0409
2010-06-24,4.5301,1.3108,10.6803,10.5502,6.2412,3.2167,4.775,4.7313,4.4431,3.0143
2010-06-25,4.5301,1.3018,10.6572,10.2835,6.2235,3.1715,4.7281,4.797,4.4431,3.0356
2010-06-28,4.5525,1.2407,10.4267,10.2835,6.0028,3.1403,4.5772,4.797,4.4431,3.105
2010-06-29,4.4703,1.132,9.6932,9.8752,5.5438,2.8485,4.2329,4.7351,4.4431,2.9022
2010-06-30,4.5974,1.1093,9.7623,9.9085,5.5438,2.7651,4.3907,4.8279,4.4431,2.8809
2010-07-01,4.4449,1.0958,9.4312,9.6918,5.3231,2.6852,4.3793,4.7699,4.4431,2.8916
2010-07-02,4.4853,1.0935,9.5129,9.6001,5.3319,2.6435,4.2306,4.8009,4.4431,2.9396
2010-07-05,4.4292,1.0958,9.4207,9.3835,5.2966,2.5706,4.2455,4.7815,4.4431,2.9022
2010-07-06,4.5047,1.1275,9.7036,9.5751,5.3937,2.6817,4.2443,4.7777,4.4431,3.0143
2010-07-07,4.5152,1.141,9.7791,9.6668,5.429,2.7234,4.4628,4.7004,4.4431,3.0249
2010-07-08,4.6953,1.1275,10.0599,9.6418,5.3319,2.6852,4.4628,4.6462,4.4431,3.0143
2010-07-09,4.8635,1.1569,10.804,9.9585,5.5526,2.8241,4.5211,4.6965,4.4431,3.0676
2010-07-12,4.9786,1.1705,10.6971,9.9835,5.6056,2.8519,4.5131,4.7081,4.4431,3.0943
2010-07-13,5.0108,1.1433,10.6489,9.7085,5.685,2.7998,4.5211,4.6965,4.4431,3.073
2010-07-14,4.9136,1.1592,10.4791,9.9335,5.6762,2.8415,4.4719,4.7699,4.4431,3.1156
2010-07-15,4.9263,1.1365,10.3534,9.7752,5.4555,2.7373,4.3862,4.7622,4.4431,2.9823
2010-07-16,4.9413,1.1614,10.7474,9.8835,5.4467,2.7825,4.3221,4.7893,4.0024,2.9876
2010-07-19,5.0908,1.209,10.8396,10.1752,5.8175,3.0013,4.3027,4.8434,4.193,3.0463
2010-07-20,5.1207,1.2271,10.9046,10.6168,5.941,3.1403,4.417,4.8553,4.2287,3.0836
2010-07-21,5.0833,1.2407,10.8165,10.6335,6.1353,3.1229,4.6058,4.8792,4.1691,3.0996
2010-07-22,5.0833,1.2475,10.8983,10.7335,6.2588,3.168,4.6572,4.8673,4.193,3.1267
2010-07-23,5.0863,1.2339,10.8375,10.6418,6.197,3.168,4.6069,4.8434,4.1632,3.2188
2010-07-26,5.173,1.2497,11.2902,10.8585,6.2677,3.168,4.7178,4.8493,4.3299,3.2297
2010-07-27,5.0661,1.2542,11.1665,10.9252,6.25,3.168,4.8196,4.8673,4.2823,3.1809
2010-07-28,5.1311,1.2837,11.2776,11.2002,6.506,3.168,5.061,4.921,4.3299,3.273
2010-07-29,5.3121,1.2905,11.3803,11.1252,6.5237,3.168,5.0232,4.927,4.4491,3.2676
2010-07-30,5.241,1.2905,11.3007,11.0668,6.5237,3.2653,4.9283,4.9091,4.4133,3.2459
2010-08-02,5.2844,1.3335,11.3384,11.2418,6.6208,3.2827,5.0266,4.9389,4.4252,3.2839
2010-08-03,5.173,1.2973,11.1875,11.1252,6.4089,3.3209,4.9043,4.8553,4.324,3.1972
2010-08-04,5.253,1.3108,11.1435,11.0332,6.453,3.4112,4.918,4.8852,4.4669,3.208
2010-08-05,5.182,1.2995,11.2546,11.0248,6.5148,3.3556,5.0038,4.8434,4.4729,3.1863
2010-08-06,5.2144,1.3267,11.7387,11.2255,6.8238,3.3799,5.0758,4.915,4.5384,3.2297
2010-08-09,5.1752,1.3652,12.1138,11.4012,6.8856,3.3799,5.0369,4.9031,4.6933,3.2188
2010-08-10,5.0811,1.501,11.9944,10.8993,6.5325,3.2236,4.8208,4.915,4.6813,3.078
2010-08-11,5.0917,1.587,12.5749,10.9328,6.6649,3.2306,4.8471,4.933,4.6813,3.1105
2010-08-12,4.9426,1.5259,12.5749,10.64,6.559,3.175,4.862,4.8732,4.5324,3.0563
2010-08-13,5.0359,1.5033,12.8662,10.7989,6.7091,3.2306,5.053,4.8792,4.723,3.1105
2010-08-16,5.2618,1.5237,13.6543,11.1335,6.762,3.3244,5.1364,4.9449,4.9672,3.1592
2010-08-17,5.3792,1.5123,13.7486,11.2172,6.8062,3.3278,5.2371,4.915,5.0506,3.208
2010-08-18,5.3747,1.5033,13.6019,11.1001,6.6914,3.3591,5.7609,4.8613,5.0447,3.208
2010-08-19,5.5102,1.5055,13.451,11.3092,6.6119,3.3383,5.6488,4.8852,5.3663,3.2351
2010-08-20,5.3897,1.4422,13.2037,10.9746,6.4795,3.2132,5.7163,4.8314,5.2531,3.143
2010-08-23,5.6005,1.4603,13.5306,10.8742,6.453,3.2653,5.6957,4.8255,5.2472,3.1267
2010-08-24,5.4432,1.4671,13.5809,10.9411,6.5325,3.2896,5.7163,4.8374,5.2352,3.1538
2010-08-25,5.2392,1.4263,13.2016,10.6233,6.2765,3.3452,5.6511,4.7538,5.1161,3.0563
2010-08-26,5.2806,1.4671,13.5055,10.7069,6.2942,3.4807,5.5711,4.7598,5.1757,3.0563
2010-08-27,5.5764,1.4648,13.3881,10.7237,6.2853,3.439,5.5436,4.7538,5.1459,3.078
2010-08-30,5.6382,1.5169,13.9749,11.0499,6.4619,3.5432,5.7266,4.7956,5.3663,3.0996
2010-08-31,5.8715,1.5033,14.3145,11.0917,6.303,3.5536,5.73,4.7299,5.3305,3.0509
2010-09-01,5.9212,1.4467,13.9372,10.824,6.0735,3.4182,5.8307,4.6403,5.3603,3.0834
2010-09-02,5.9393,1.4603,13.7905,10.8408,6.197,3.4807,6.0091,4.7,5.3603,3.078
2010-09-03,5.8534,1.5169,13.8743,10.732,6.5237,3.6196,6.0732,4.6642,5.3008,3.0454
2010-09-06,5.8918,1.5101,13.6228,11.0081,6.6031,3.6057,6.0789,4.712,5.4258,3.0996
2010-09-07,5.9016,1.5146,13.6354,11.0164,6.6649,3.644,6.0423,4.6821,5.4377,3.078
2010-09-08,5.9694,1.5463,13.6082,11.351,6.6649,3.6578,6.4952,4.6463,5.5271,3.0346
2010-09-09,5.7872,1.492,13.7276,11.2005,6.6737,3.5675,6.4597,4.6284,5.2888,2.9587
2010-09-10,5.9212,1.492,14.7755,11.2674,6.559,3.5328,6.8097,4.5985,5.2769,2.9262
2010-09-13,6.0281,1.5101,16.2531,11.3427,6.6826,3.5328,7.1997,4.5985,5.4258,2.9208
2010-09-14,6.0221,1.5554,16.6827,11.2172,7.0533,3.7829,7.2077,4.6881,5.4437,2.9262
2010-09-15,5.8625,1.5033,16.5381,10.9328,7.1063,3.6474,7.0567,4.6523,5.2769,2.8558
2010-09-16,5.6984,1.4331,15.8234,10.7069,7.2564,3.5363,7.1563,4.5985,5.2769,2.7853
2010-09-17,5.6924,1.4195,16.1923,10.6484,7.1681,3.5467,7.3187,4.5985,5.1816,2.807
2010-09-20,5.6517,1.4195,15.5091,10.8408,7.3711,3.4981,7.1848,4.5687,5.0089,2.807
2010-09-21,5.6924,1.3856,15.616,10.7738,7.3093,3.5432,6.9252,4.5687,4.9672,2.7853
2010-09-27,5.8565,1.4218,15.616,10.8659,7.4241,3.6474,6.9996,4.5925,5.1638,2.7853
2010-09-28,5.7368,1.3991,15.8151,10.3723,7.4859,3.644,6.9504,4.5448,5.0863,2.7311
2010-09-29,5.6457,1.372,15.2366,10.2636,7.2211,3.5918,6.9401,4.5269,5.0983,2.7582
2010-09-30,5.6984,1.3946,15.1318,10.456,7.3093,3.6752,7.17,4.5746,5.1519,2.7582
2010-10-08,5.8918,1.4218,16.4543,10.7488,7.6271,3.7447,7.1814,4.6463,5.2769,2.872
2010-10-11,6.0183,1.4376,15.9261,11.0415,7.8302,3.7551,7.1288,4.9091,5.3127,2.9804
2010-10-12,6.0778,1.4399,15.7291,11.1168,8.4216,3.8037,7.0396,4.927,5.3186,2.9425
2010-10-13,6.2479,1.4535,15.8234,11.2339,8.3951,3.7343,6.5112,4.8852,5.2769,3.0509
2010-10-14,6.071,1.3878,15.4462,11.1335,8.6247,3.5918,6.3842,4.9568,5.2233,3.1105
2010-10-15,6.3232,1.3878,14.763,11.9198,9.4898,3.5745,6.3774,5.0823,5.6879,3.3435
2010-10-18,6.4745,1.3561,14.2495,12.1289,9.481,3.7065,6.1509,5.13,5.6343,3.3652
2010-10-19,6.698,1.4014,15.0878,12.3381,9.9312,3.8246,6.6118,5.1002,5.8249,3.3543
2010-10-20,7.3394,1.3833,15.0773,12.1373,10.1077,3.9045,6.7045,4.9449,5.7355,3.3272
2010-10-21,7.4945,1.4014,15.3854,11.786,9.9135,3.9462,6.7022,4.8732,5.6105,3.2188
2010-10-22,8.0545,1.4263,15.3749,11.7023,9.8782,3.9114,6.6336,4.8673,5.5986,3.1701
2010-10-25,8.047,1.4603,16.0875,11.97,10.5579,3.9983,6.8543,4.9449,5.6581,3.2243
2010-10-26,8.047,1.4625,16.6618,11.9031,11.1052,3.9496,6.9492,4.9449,5.6641,3.2459
2010-10-27,8.1305,1.4716,16.6618,11.7107,10.6903,3.9844,6.9218,4.8613,5.6343,3.1647
2010-10-28,8.7997,1.4897,17.0348,11.602,10.3372,4.1581,6.7582,4.8852,5.7117,3.1592
2010-10-29,8.6567,1.4942,16.8085,11.7944,10.4079,4.1581,6.5752,4.8553,6.0333,3.0942
2010-11-01,8.8336,1.5146,17.2276,11.9031,10.6815,4.2206,6.86,4.9748,6.6349,3.1484
2010-11-02,8.9036,1.4739,16.9761,11.694,10.2048,4.0677,6.8921,5.0345,6.48,3.1647
2010-11-03,8.4836,1.4784,16.8357,11.6772,9.7458,3.9462,6.7514,4.9449,6.6111,3.2351
2010-11-04,8.6567,1.5644,18.0241,11.9617,10.2313,4.0122,6.7537,4.9568,6.7778,3.2243
2010-11-05,9.2966,1.544,18.1267,12.3297,10.2754,4.0643,6.9813,4.9688,6.7778,3.2297
2010-11-08,9.4923,1.5689,19.3235,12.4468,10.3549,4.1581,7.6789,5.0345,6.8791,3.2405
2010-11-09,9.7166,1.5576,19.5708,12.2879,10.3637,4.099,7.6812,4.9807,6.6944,3.1647
2010-11-10,9.7633,1.5803,20.1178,12.0369,10.3814,4.1337,7.7601,4.9509,6.5515,3.1159
2010-11-11,9.56,1.5486,19.4974,12.0202,10.2578,4.04,7.7578,5.0106,6.4681,3.1592
2010-11-12,8.6567,1.4173,18.8624,11.2757,9.2338,3.6717,7.5142,4.8016,5.9678,2.975
2010-11-15,8.8961,1.4467,19.2774,11.3928,8.9336,3.7655,7.8539,4.8075,6.1644,3.04
2010-11-16,8.4211,1.4331,18.6528,10.9328,8.298,3.5675,7.6412,4.5985,6.2477,2.9262
2010-11-17,7.8949,1.3878,17.8145,10.6567,8.2892,3.5258,7.5405,4.6045,5.8963,2.9208
2010-11-18,8.047,1.3878,18.0241,10.7488,8.4746,3.5953,7.3129,4.5925,6.081,3.0942
2010-11-19,8.0997,1.4467,19.292,10.8073,8.5276,3.8176,7.4914,4.6164,6.3966,3.0617
2010-11-22,8.3556,1.5916,19.9103,10.6986,8.3422,4.1337,7.5497,4.5806,6.4026,2.9912
2010-11-23,8.6123,1.6504,20.1534,10.3723,7.9449,3.9601,7.5497,4.485,6.1465,2.9479
2010-11-24,9.1882,1.6753,21.1259,10.548,8.1127,4.1094,8.2028,4.5388,6.3252,2.9858
2010-11-25,9.0316,1.7229,21.3313,10.6902,8.3598,4.099,8.2336,4.6224,6.5515,3.04
2010-11-26,9.0316,1.6867,20.8744,10.5313,8.1656,4.1789,8.4704,4.5746,6.3669,2.9858
2010-11-29,9.883,1.6912,21.1887,10.4644,8.2009,4.1094,8.9176,4.5925,6.6527,2.975
2010-11-30,9.8611,1.5712,21.0609,10.1716,7.8567,3.8836,9.1589,4.5209,6.4383,2.9425
2010-12-01,9.1987,1.5644,20.9331,10.272,7.8125,3.8871,9.1989,4.6164,6.5158,2.9479
2010-12-02,9.5818,1.5689,20.5097,10.272,7.9096,3.908,8.9096,4.6045,6.4741,2.9587
2010-12-03,9.0549,1.5531,20.3232,10.4058,8.042,3.9288,8.8055,4.6702,6.5455,2.9533
2010-12-06,8.4829,1.5169,20.3085,10.2803,8.2098,3.8211,8.7678,4.6523,6.48,2.9912
2010-12-07,8.799,1.5508,21.9935,10.3305,8.1656,3.8975,9.0434,4.6344,6.4383,2.9804
2010-12-08,8.8607,1.5304,22.6537,10.272,8.1303,3.9635,8.9485,4.5866,6.4919,2.9371
2010-12-09,8.3519,1.5418,21.8363,10.3556,7.7772,3.9496,8.8684,4.5746,6.6289,2.91
2010-12-10,8.4227,1.544,23.0498,10.5062,7.8567,4.0712,8.7163,4.6224,6.8791,2.9262
2010-12-13,8.5928,1.587,23.2385,10.6986,8.2186,4.1893,8.8204,4.7359,7.3317,2.9696
2010-12-14,8.6349,1.6097,23.3684,10.6484,8.3069,4.2588,9.0914,4.706,7.3139,2.9642
2010-12-15,8.4076,1.5848,22.8444,10.5731,8.3333,4.1685,9.1898,4.6582,7.3139,2.9642
2010-12-16,8.5055,1.5893,22.5929,10.4727,8.2186,4.1233,9.0182,4.6403,7.3139,2.9425
2010-12-17,8.3835,1.5689,22.6558,10.5229,8.3069,4.2136,8.8753,4.6224,7.3139,2.9316
2010-12-20,8.1216,1.5259,22.0103,10.2803,8.042,4.1233,8.5253,4.5567,7.5461,2.872
2010-12-21,8.2676,1.5576,23.1588,10.5313,8.298,4.3144,8.5733,4.6164,7.5044,2.9262
2010-12-22,8.2571,1.5554,22.3414,10.5982,8.5276,4.238,8.2622,4.5627,7.3139,2.8612
2010-12-23,8.4663,1.5169,22.6118,10.4476,8.4305,4.0921,8.2233,4.5567,7.296,2.8775
2010-12-24,8.4422,1.5123,22.0061,10.3723,8.3863,3.9983,8.4041,4.5567,7.0399,2.872
2010-12-27,8.2345,1.4489,21.5849,10.0796,8.148,3.8315,7.998,4.491,6.8374,2.8233
2010-12-28,7.7648,1.4082,20.3253,9.8872,8.042,3.7308,8.006,4.4791,6.7778,2.8178
2010-12-29,7.828,1.4308,20.6145,9.9457,8.042,3.835,8.1845,4.5089,7.028,2.8124
2010-12-30,7.7618,1.4422,22.0795,10.2887,8.4216,3.9427,8.2073,4.485,7.022,2.8178
2010-12-31,7.8837,1.4603,22.8025,10.364,8.5982,3.9566,8.2416,4.5209,7.022,2.8449
2011-01-04,8.0538,1.4716,22.8402,10.3472,8.9425,4.0504,8.3457,4.5448,7.3853,2.8775
2011-01-05,7.9123,1.4761,22.3163,10.9495,8.6688,4.1199,8.149,4.5388,7.6355,2.8666
2011-01-06,7.6594,1.4897,21.8992,11.0164,8.4569,4.1546,8.2508,4.5388,7.6236,2.8395
2011-01-07,7.6549,1.4965,21.5702,10.8659,8.5805,4.0434,8.0289,4.5627,7.4806,2.91
2011-01-10,7.4442,1.4354,20.8178,10.5396,8.2451,4.0261,7.4502,4.5448,7.5044,2.8341
2011-01-11,7.1988,1.4467,20.736,10.6818,8.1127,3.9253,7.4902,4.6105,7.2722,2.8612
2011-01-12,7.3388,1.4716,21.2537,10.9495,8.3598,3.9879,7.1482,4.5985,7.2305,2.8883
2011-01-13,7.3011,1.4648,20.9163,11.0164,8.5982,3.9462,7.3999,4.5627,7.1947,2.872
2011-01-14,7.4366,1.415,19.7426,11.1503,8.4393,3.8176,7.2901,4.5627,7.1947,2.8341
2011-01-17,7.2033,1.338,17.7684,11.075,8.0332,3.6822,7.0796,4.4492,6.754,2.7691
2011-01-18,7.2379,1.3516,17.4288,10.8575,7.839,3.6822,7.25,4.4432,6.8016,2.7311
2011-01-19,7.4487,1.4059,17.8564,11.2172,8.0244,3.7725,7.3495,4.5089,7.2781,2.7799
2011-01-20,7.3132,1.3652,16.3684,10.983,7.4241,3.5258,7.5051,4.4373,6.9922,2.7366
2011-01-21,7.4276,1.3697,16.7246,11.3761,7.3888,3.5119,7.6698,4.4791,7.4628,2.8016
2011-01-24,7.0723,1.338,16.8085,11.2088,7.1504,3.4564,7.4959,4.4791,7.5997,2.7907
2011-01-25,6.976,1.3448,16.4899,11.3343,7.2034,3.4494,7.6526,4.5448,7.2126,2.7799
2011-01-26,7.0874,1.3584,16.9342,11.351,7.4594,3.5189,7.7727,4.5746,7.4866,2.7907
2011-01-27,7.3764,1.3652,17.039,11.5769,7.4859,3.5571,7.9145,4.6284,7.8082,2.807
2011-01-28,7.6594,1.3742,17.4812,11.4347,7.4947,3.5606,7.9889,4.6821,7.8261,2.7907
2011-01-31,7.694,1.3833,17.5001,11.7442,7.583,3.5988,8.093,4.6881,8.3919,2.807
2011-02-01,7.6218,1.3833,18.0241,11.8864,7.4506,3.6335,8.0564,4.6523,8.1775,2.807
2011-02-09,7.3764,1.381,18.0261,11.6187,7.2652,3.5849,7.6618,4.6403,8.4336,2.7907
2011-02-10,7.6564,1.4173,18.6109,11.7442,7.5212,3.6961,7.8985,4.6642,8.2072,2.8124
2011-02-11,8.2646,1.4308,18.6109,11.6689,7.636,3.7169,8.0461,4.6403,8.1715,2.8233
2011-02-14,8.8923,1.4444,18.9567,12.1206,7.9361,3.8246,8.2668,4.7299,8.1775,2.91
2011-02-15,8.8095,1.4354,18.8624,12.221,8.0862,3.7794,8.2977,4.7657,8.2966,2.8775
2011-02-16,9.2311,1.4557,19.8684,12.3883,8.2098,3.9184,8.2428,4.7538,8.3085,2.8991
2011-02-17,9.0655,1.458,20.0151,12.3548,8.1921,4.0261,8.5596,4.7359,8.6897,2.91
2011-02-18,8.7147,1.4422,20.7088,11.9951,8.1215,3.9357,8.4178,4.6582,8.3859,2.9371
2011-02-21,8.9345,1.4648,20.8052,12.062,8.1127,4.0886,8.4166,4.7,8.4157,2.9154
2011-02-22,8.5702,1.4218,20.8136,11.5434,7.6889,3.9601,8.1296,4.6105,8.0226,2.8449
2011-02-23,8.528,1.4557,22.7376,11.7191,7.6183,4.0017,8.1296,4.6105,8.0047,2.8395
2011-02-24,8.5461,1.4852,21.8992,11.7944,7.7419,3.9357,8.2908,4.6224,8.0464,2.8449
2011-02-25,8.5882,1.4897,19.7615,11.9784,7.6624,3.9045,8.3938,4.6403,8.1775,2.8558
2011-02-28,9.073,1.501,19.5498,12.1708,7.7419,3.9566,8.5047,4.6463,8.4455,2.8612
2011-03-01,8.939,1.4942,19.6106,12.0286,7.839,3.9184,8.4658,4.6821,8.4395,2.9045
2011-03-02,9.0278,1.4988,19.489,12.1708,7.6713,3.9496,8.3457,4.6403,8.3978,2.9316
2011-03-03,8.9405,1.4761,18.657,12.2544,7.5124,3.8593,8.0564,4.6463,8.1834,3.0075
2011-03-04,9.0338,1.5033,19.1453,12.5639,7.7154,3.908,8.0769,4.6762,8.2847,3.0671
2011-03-07,9.204,1.5214,18.8645,12.4217,7.7949,4.0017,7.9591,4.7538,8.3204,3.0671
2011-03-08,9.1573,1.535,18.2357,12.589,7.7684,4.0156,7.9694,4.7418,8.3383,3.0617
2011-03-09,9.0263,1.5214,18.3489,12.7981,7.7242,3.9601,8.2508,4.718,8.5408,3.0454
2011-03-10,8.7478,1.4988,18.636,12.4803,7.583,3.9462,8.1787,4.6463,8.3323,3.0021
2011-03-11,8.6831,1.5146,19.1788,12.4468,7.53,3.9219,8.213,4.6284,8.0941,2.9425
2011-03-14,8.7012,1.5689,18.9504,12.4803,7.4418,4.0677,8.1696,4.6403,7.9571,2.9479
2011-03-15,8.5431,1.5395,18.8624,11.9533,7.2564,3.9184,8.1158,4.5806,8.0464,2.8937
2011-03-16,8.519,1.5757,19.0342,11.9533,7.3358,4.0921,8.0049,4.6105,8.0405,2.91
2011-03-17,8.4467,1.5327,18.527,11.8529,7.1681,3.9913,7.9969,4.7837,7.8558,2.8829
2011-03-18,8.6214,1.5486,18.3217,11.8445,7.2122,4.0087,7.7761,4.7478,7.8558,2.8829
2011-03-21,8.5551,1.5191,18.1875,11.8613,7.124,3.9774,7.831,4.712,7.8558,2.8883
2011-03-22,8.6259,1.5169,18.2273,11.8278,7.1593,3.9392,7.64,4.7657,7.8558,2.9371
2011-03-23,8.7569,1.5372,18.4432,11.8278,7.2387,3.9913,7.7293,4.8314,7.8558,2.9479
