date,000338.SZ,002027.SZ,002371.SZ,600009.SH,600029.SH,600183.SH,600406.SH,600900.SH,601989.SH,601998.SH
2013-10-22,3.7694,1.7184,18.1071,13.5078,2.6665,2.7761,6.6281,4.3788,5.9473,2.3719
2013-10-23,3.7488,1.7025,19.0543,13.3805,2.6571,2.6567,6.5307,4.2978,5.8295,2.3844
2013-10-24,3.7675,1.6731,19.5379,13.2531,2.6196,2.6119,6.6184,4.2641,5.8589,2.3532
2013-10-25,3.7264,1.6459,19.3405,12.7165,2.5633,2.6268,6.409,4.2641,5.6332,2.3657
2013-10-28,3.5841,1.6391,19.0346,12.8711,2.5726,2.6567,6.1898,4.3045,5.6528,2.3657
2013-10-29,3.5055,1.5667,18.9951,12.6528,2.5539,2.6119,5.9561,4.3315,5.5155,2.4155
2013-10-30,3.5635,1.5531,18.9754,13.1895,2.6102,2.6716,6.2483,4.426,5.6528,2.4902
2013-10-31,3.5654,1.5169,19.1234,13.4623,2.582,2.6865,6.37,4.3585,5.5547,2.4466
2013-11-01,3.6197,1.4693,18.4425,13.5624,2.6196,2.6766,6.4918,4.4192,5.5449,2.5089
2013-11-04,3.6309,1.4625,17.9196,13.4714,2.6102,2.6368,6.4626,4.3788,5.5056,2.5213
2013-11-05,3.659,1.5191,18.1071,13.3987,2.6008,2.6666,6.2824,4.3518,5.5155,2.5089
2013-11-06,3.5935,1.5146,17.9097,13.4532,2.582,2.6119,6.146,4.2911,5.4271,2.4404
2013-11-07,3.5897,1.4965,17.5051,13.4078,2.582,2.6019,6.185,4.2978,5.4369,2.4466
2013-11-08,3.5429,1.4376,17.1598,13.3441,2.5633,2.5771,6.034,4.2708,5.3781,2.4342
2013-11-11,3.5467,1.3833,17.2584,13.6897,2.5539,2.5771,6.3554,4.2641,5.3682,2.4653
2013-11-12,3.5486,1.3878,17.3571,13.7443,2.5633,2.582,6.3019,4.2708,5.486,2.5213
2013-11-13,3.4774,1.3086,17.2979,13.617,2.5351,2.5671,6.3067,4.2168,5.5253,2.4653
2013-11-14,3.513,1.3357,18.038,13.5351,2.5351,2.5721,6.3067,4.2573,5.8099,2.4466
2013-11-15,3.5953,1.3584,18.3537,13.617,2.582,2.597,6.3067,4.3113,5.8589,2.4715
2013-11-18,3.7245,1.3697,18.4524,14.1082,2.6384,2.6517,6.3067,4.426,6.065,2.5711
2013-11-19,3.6833,1.3991,18.3735,14.0991,2.6196,2.6417,6.3067,4.4327,5.9571,2.54
2013-11-20,3.7469,1.4489,18.4228,14.1627,2.7135,2.6616,6.3067,4.4327,6.0356,2.5587
2013-11-21,3.7095,1.4263,18.0281,13.8535,2.7416,2.6368,6.5551,4.399,5.9178,2.5462
2013-11-22,3.7076,1.4444,17.6926,13.9808,2.7229,2.6069,6.4333,4.4057,5.9178,2.4964
2013-11-25,3.7395,1.4195,18.4524,13.9808,2.6947,2.597,6.4772,4.3653,5.9375,2.484
2013-11-26,3.7058,1.4173,19.9128,13.9171,2.7416,2.6815,6.37,4.3788,5.8982,2.4778
2013-11-27,3.7226,1.4444,21.5311,13.7625,2.7323,2.6965,6.6233,4.3923,6.0454,2.4964
2013-11-28,3.8873,1.4625,21.7975,13.808,2.7698,2.7064,6.935,4.4327,5.9669,2.5089
2013-11-29,3.848,1.4354,22.3995,13.717,2.751,2.7064,6.9252,4.4327,6.1043,2.5089
2013-12-02,3.7994,1.2927,20.722,13.3168,2.6947,2.587,6.8911,4.4935,5.8393,2.5462
2013-12-03,3.8911,1.2882,21.5114,13.4623,2.7135,2.6169,6.9496,4.4867,5.9473,2.5587
2013-12-04,3.9753,1.3041,22.1034,13.8808,2.7886,2.6318,7.1492,4.48,5.9767,2.5711
2013-12-05,3.9397,1.3041,21.4719,13.7079,2.7604,2.6368,7.1785,4.4597,6.0748,2.5587
2013-12-06,3.9304,1.3063,20.5049,13.5988,2.751,2.6019,7.1103,4.4462,6.1141,2.5462
2013-12-09,3.9697,1.3154,21.0081,13.5351,2.751,2.6019,6.9739,4.453,6.1043,2.5462
2013-12-10,3.9079,1.3154,20.8305,13.6806,2.7416,2.6019,6.9496,4.4665,5.9865,2.5462
2013-12-11,3.7862,1.2882,20.4457,13.5533,2.6947,2.5671,6.9691,4.4665,5.8786,2.5213
2013-12-12,3.7881,1.3154,20.4654,13.4714,2.6853,2.5721,7.2174,4.3855,5.8589,2.5027
2013-12-13,3.7526,1.3267,20.7812,13.4623,2.6665,2.5522,7.2759,4.3045,5.8295,2.4964
2013-12-16,3.6908,1.3176,19.972,13.1986,2.629,2.587,7.1005,4.2641,5.643,2.4778
2013-12-17,3.6683,1.3108,19.9326,13.053,2.6008,2.5422,7.0178,4.2641,5.6823,2.4591
2013-12-18,3.6459,1.3222,19.9819,13.426,2.6102,2.4925,6.9983,4.2506,5.6627,2.4591
2013-12-19,3.5822,1.3154,20.7022,13.3987,2.5914,2.4378,7.0226,4.2438,5.486,2.4404
2013-12-20,3.483,1.2927,20.5246,13.526,2.5445,2.4129,6.9544,4.2168,5.3388,2.2287
2013-12-23,3.4943,1.2814,20.3569,13.5806,2.5445,2.398,7.0372,4.1898,5.4468,2.3532
2013-12-24,3.4475,1.2791,21.018,13.7261,2.5539,2.393,7.1444,4.2033,5.3977,2.3657
2013-12-25,3.5055,1.2973,21.2647,13.6625,2.5633,2.4079,7.232,4.2438,5.4369,2.3532
2013-12-26,3.4269,1.2814,21.4719,13.2804,2.5257,2.3681,6.9691,4.2303,5.3584,2.3221
2013-12-27,3.5224,1.2746,22.6165,13.2804,2.5539,2.4676,7.1103,4.2978,5.5743,2.3595
2013-12-30,3.5224,1.218,22.2613,12.9802,2.5633,2.4477,7.1882,4.2168,5.4762,2.3532
2013-12-31,3.556,1.2044,21.2252,13.0257,2.582,2.4577,7.2418,4.2641,5.5056,2.4093
2014-01-02,3.5074,1.2022,21.6101,13.1804,2.5633,2.4626,7.1492,4.2371,5.5253,2.403
2014-01-03,3.4306,1.2271,21.2153,12.8984,2.5351,2.4328,7.1736,4.1696,5.4271,2.3657
2014-01-06,3.3146,1.209,20.6233,12.3981,2.46,2.3681,7.2126,4.0819,5.1131,2.3283
2014-01-07,3.3221,1.2158,20.5246,12.4254,2.4412,2.4179,7.5486,4.0549,5.064,2.3221
2014-01-08,3.3258,1.2339,20.722,12.6437,2.4412,2.383,7.607,4.0414,5.0542,2.3283
2014-01-09,3.2734,1.3584,20.347,12.7346,2.4224,2.4029,7.5048,3.9807,5.0444,2.3159
2014-01-10,3.2173,1.3154,19.9424,12.6073,2.413,2.3532,7.2515,4.0212,4.8677,2.3097
2014-01-13,3.2192,1.2678,20.1299,12.6164,2.413,2.3283,7.3002,4.0212,4.9266,2.3408
2014-01-14,3.3109,1.3018,20.5246,12.8256,2.4318,2.3233,7.31,4.0482,4.8972,2.3221
2014-01-15,3.3052,1.3267,20.8206,12.7528,2.4318,2.3432,7.3879,4.0279,4.8088,2.2661
2014-01-16,3.3352,1.2927,20.6332,12.6528,2.4412,2.4079,7.2369,4.0414,4.8088,2.2599
2014-01-17,3.2809,1.4218,20.5246,12.2707,2.4036,2.3582,6.9788,4.0212,4.6518,2.235
2014-01-20,3.2753,1.5644,19.9326,12.3253,2.413,2.3731,6.8668,4.0212,4.7401,2.235
2014-01-21,3.3315,1.7206,20.4753,12.2889,2.4506,2.4129,6.9203,4.0819,4.7696,2.2536
2014-01-22,3.4044,1.8927,21.0969,12.58,2.4975,2.4527,7.12,4.1021,5.1229,2.2848
2014-01-23,3.3932,1.861,21.7087,12.4163,2.4881,2.4427,7.0811,4.1156,5.0738,2.2661
2014-01-24,3.3895,1.8678,22.1232,12.3344,2.5163,2.4676,7.1054,4.1224,5.1327,2.2723
2014-01-27,3.3165,1.8814,21.9159,12.1252,2.4975,2.4875,7.1785,4.0617,5.1621,2.2599
2014-01-28,3.3277,1.8474,22.883,12.1161,2.4975,2.4925,7.1103,4.0414,5.1033,2.2972
2014-01-29,3.3389,1.895,22.5179,12.198,2.4881,2.4975,7.0762,4.0617,5.1131,2.3159
2014-01-30,3.2753,1.8406,22.5968,12.1434,2.4694,2.4577,6.8668,4.0684,5.0935,2.2474
2014-02-07,3.2996,1.8655,22.3995,12.0979,2.4694,2.5174,6.9398,4.0482,5.2995,2.2661
2014-02-10,3.397,1.8429,24.4717,12.4254,2.5163,2.597,7.5388,4.0954,5.5253,2.3657
2014-02-11,3.4044,1.775,24.7677,12.5709,2.5351,2.582,7.4171,4.1021,5.5351,2.6023
2014-02-12,3.4157,1.775,24.817,12.4709,2.5257,2.7164,7.3733,4.0751,5.4958,2.8139
2014-02-13,3.3876,1.8293,24.0375,12.48,2.5351,2.6616,7.3587,4.0414,5.3388,3.0816
2014-02-14,3.397,1.7523,24.7578,12.5436,2.5539,2.6915,7.3392,4.0549,5.3388,3.0256
2014-02-17,3.4306,1.7908,25.1624,12.4981,2.5445,2.7313,7.797,4.0617,5.5253,2.9945
2014-02-18,3.3857,1.8791,25.2413,12.3708,2.4975,2.6616,7.8505,4.0077,5.486,2.9198
2014-02-19,3.3577,2.067,25.2315,12.4163,2.5539,2.6567,7.9674,4.0279,5.4958,3.2124
2014-02-20,3.3427,1.9787,25.3795,12.5527,2.5257,2.7114,7.9236,4.0886,5.329,3.1626
2014-02-21,3.3146,1.904,25.2611,12.3799,2.4881,2.7462,7.8798,4.0347,5.2505,3.2186
2014-02-24,3.221,1.8406,24.6197,11.9888,2.4506,2.7661,8.1671,3.9942,5.0935,3.2186
2014-02-25,3.1855,1.7659,22.5968,11.7159,2.4036,2.6417,7.9772,3.9605,4.9266,3.0754
2014-02-26,3.1986,1.7161,22.2416,11.6704,2.413,2.6467,8.7174,3.9537,4.9659,3.1688
2014-02-27,3.1256,1.6255,21.541,11.6795,2.4224,2.5721,8.5859,4.0009,5.1033,3.3182
2014-02-28,3.2659,1.6459,21.837,11.6704,2.4318,2.6417,9.1265,4.0279,5.1033,3.2808
2014-03-03,3.2098,1.655,22.5672,11.8068,2.4412,2.7114,9.2093,4.0144,5.1916,3.1937
2014-03-04,3.1742,1.7206,21.9949,11.8432,2.4412,2.6965,8.9268,3.9537,5.1916,3.1314
2014-03-05,3.1499,1.6799,22.2514,11.8432,2.4224,2.7014,8.6784,3.9267,5.0935,3.1003
2014-03-06,3.1724,1.6414,21.9357,11.8705,2.4224,2.6766,8.6054,3.8862,5.0149,3.0194
2014-03-07,3.1218,1.6482,21.9159,11.8796,2.4224,2.6467,8.8343,3.866,5.0248,3.0443
2014-03-10,3.0226,1.5531,21.5114,11.5885,2.3379,2.7164,8.1038,3.758,4.7794,3.038
2014-03-11,2.9983,1.5825,20.6628,11.3884,2.3285,2.8308,7.9041,3.7715,4.75,3.0941
2014-03-12,3.0133,1.5191,20.3963,11.3611,2.3379,2.8109,7.9285,3.8053,4.7107,3.4054
2014-03-13,3.0563,1.6187,20.6726,11.3065,2.3473,2.8358,7.8798,3.8188,4.7401,3.3182
2014-03-14,3.0339,1.6142,20.0806,11.1428,2.3379,2.7512,7.7775,3.7783,4.6911,3.0443
2014-03-17,3.0994,1.6436,20.051,11.352,2.3755,2.9054,7.982,3.8053,4.7794,2.8388
2014-03-18,3.0938,1.612,20.0608,11.352,2.3755,2.8756,7.8992,3.8255,4.7401,2.9011
2014-03-19,3.0881,1.5531,19.5675,11.4157,2.3567,2.9054,7.3587,3.8795,4.642,2.8637
2014-03-20,3.0563,1.4852,18.5511,11.252,2.3379,2.9154,7.2905,3.8255,4.5046,2.7766
2014-03-21,3.1293,1.4988,18.7484,11.4248,2.3942,2.9303,7.495,3.8997,4.6224,2.926
2014-03-24,3.1536,1.5123,19.005,11.634,2.413,2.9154,7.4999,3.92,4.6616,2.9447
2014-03-25,3.1293,1.5259,18.5018,11.7705,2.4036,2.9004,7.534,3.9267,4.7009,2.87
2014-03-26,3.1237,1.5372,18.2551,11.7614,2.3849,2.9303,7.7726,3.9132,4.6518,2.8513
2014-03-27,3.0975,1.4739,18.3143,11.6795,2.3755,2.8656,7.5632,3.866,4.5831,2.9073
2014-03-28,3.1237,1.3923,17.7617,11.8068,2.3567,2.786,7.1152,3.9065,4.5144,2.8637
2014-03-31,3.1143,1.3923,17.7913,11.4339,2.3661,2.8059,6.8765,3.893,4.5929,2.8824
2014-04-01,3.1462,1.424,19.5181,11.4339,2.3661,2.8457,6.9593,3.893,4.6028,2.9011
2014-04-02,3.2042,1.4037,19.5181,11.443,2.3849,2.796,6.8814,3.9739,4.6126,2.9198
2014-04-03,3.1742,1.4376,19.4392,11.3793,2.3755,2.8507,6.935,3.9267,4.5733,2.8451
2014-04-04,3.1948,1.4716,19.5477,11.4066,2.3849,2.9004,6.9934,3.9605,4.6126,2.8575
2014-04-08,3.2285,1.4693,19.8536,11.5885,2.4036,2.9353,7.2077,4.0009,4.7598,2.9384
2014-04-09,3.2622,1.4897,19.6267,11.6613,2.4036,2.9353,7.2077,3.9874,4.75,2.9384
2014-04-10,3.556,1.6391,19.5675,11.8341,2.4412,2.9502,7.3051,4.0347,4.8088,2.9571
2014-04-11,3.5579,1.7433,19.4392,12.1434,2.413,2.9004,7.1979,4.0954,4.8383,3.1688
2014-04-14,3.4962,1.698,19.4885,12.0615,2.4224,2.9303,7.4658,4.0549,4.8088,3.1065
2014-04-15,3.397,1.6346,20.0806,11.8887,2.3942,2.9054,7.2613,4.0212,4.7107,3.0194
2014-04-16,3.4026,1.6346,20.6036,11.916,2.3661,2.9751,7.271,4.0347,4.6813,3.0256
2014-04-17,3.3333,1.655,20.6134,11.9888,2.3661,2.9402,7.232,4.0009,4.6518,2.982
2014-04-18,3.3614,1.6459,20.5049,11.8887,2.3567,2.9402,7.4122,3.9942,4.6518,2.982
2014-04-21,3.2772,1.5735,20.4753,11.6431,2.3379,2.8606,7.1882,3.9739,4.5635,2.926
2014-04-22,3.2716,1.5304,19.5379,11.7159,2.3379,2.8358,7.0031,3.9739,4.6126,3.0505
2014-04-23,3.2266,1.5259,19.7549,11.6977,2.3285,2.8258,6.8181,3.9672,4.7009,3.0069
2014-04-24,3.2098,1.4489,19.7549,12.107,2.3097,2.8308,6.8863,3.9267,4.5929,3.0131
2014-04-25,3.1649,1.4218,19.7747,11.8887,2.2722,2.796,6.7986,3.9335,4.4948,3.0692
2014-04-28,3.1256,1.4331,19.4688,11.6158,2.2534,2.8109,6.672,3.9065,4.4261,3.0194
2014-04-29,3.2154,1.5757,19.6069,11.8432,2.2628,2.8805,6.9057,3.8592,4.3868,3.0443
2014-04-30,3.2098,1.5689,19.5083,12.0342,2.2534,2.9253,6.8278,3.839,4.377,2.9945
2014-05-05,3.2472,1.621,19.2418,12.0524,2.244,2.9353,6.6622,3.8525,4.3868,2.9384
2014-05-06,3.2341,1.6165,19.2418,12.0706,2.2534,2.9203,6.6622,3.8525,4.4359,2.9073
2014-05-07,3.1724,1.6686,18.4722,12.0888,2.2252,2.8606,6.3652,3.8323,4.4065,2.8015
2014-05-08,3.1686,1.6414,18.6794,12.2162,2.2252,2.8407,6.297,3.8727,4.4065,2.8264
2014-05-09,3.2285,1.6006,18.4031,12.0524,2.2159,2.8159,6.3116,3.8862,4.4261,2.8077
2014-05-12,3.309,1.7048,18.7484,12.3344,2.2628,2.9104,6.5015,3.947,4.5144,2.8513
2014-05-13,3.2659,1.7297,18.2057,12.6255,2.2534,2.9452,6.4626,3.9739,4.4948,2.8264
2014-05-14,3.2528,1.6935,18.2551,12.5436,2.244,2.9601,6.4918,3.9672,4.4555,2.8202
2014-05-15,3.2154,1.6323,18.1367,12.4981,2.2159,2.9203,6.4626,3.9605,4.4654,2.7953
2014-05-16,3.2528,1.6867,17.8406,12.3253,2.2065,3.0497,6.4626,3.9942,4.4457,2.6832
2014-05-19,3.2117,1.6074,17.9985,12.2253,2.1783,2.9113,6.2824,3.9807,4.4163,2.6085
2014-05-20,3.2248,1.6459,17.5051,12.2616,2.1877,2.9539,6.2337,4.0212,4.4654,2.6085
2014-05-21,3.2697,1.7342,17.9689,12.3526,2.1971,2.9486,6.2824,4.0279,4.4654,2.6583
2014-05-22,3.2285,1.8655,17.7814,12.1798,2.1971,2.9166,6.258,4.0751,4.4065,2.6521
2014-05-23,3.2547,1.8451,18.0774,12.2071,2.2065,2.9273,6.3311,4.1291,4.4163,2.6707
2014-05-26,3.2659,1.8497,18.1367,12.2525,2.2065,2.9273,6.521,4.0751,4.4261,2.6583
2014-05-27,3.2566,1.7976,17.9689,12.0251,2.1971,2.922,6.5064,4.0751,4.4065,2.6521
2014-05-28,3.294,1.8678,18.8767,12.1889,2.2065,2.8953,6.6087,4.1156,4.4261,2.6645
2014-05-29,3.2847,1.8044,19.0445,12.0706,2.2065,2.8687,6.4723,4.1156,4.3672,2.6334
2014-05-30,3.2603,1.6753,19.2517,12.1252,2.1971,2.8794,6.409,4.0684,4.3574,2.6272
2014-06-03,3.279,1.6731,18.7484,12.007,2.1783,2.8421,6.3213,4.1426,4.3476,2.6334
2014-06-04,3.2809,1.6867,18.0577,11.7341,2.1501,2.7942,6.2483,4.0954,4.3181,2.7081
2014-06-05,3.3034,1.7319,18.0873,11.7795,2.1595,2.8102,6.3749,4.1359,4.3574,2.7019
2014-06-06,3.2734,1.6799,17.9788,11.6067,2.1595,2.8528,6.3116,4.1156,4.3083,2.6707
2014-06-09,3.2772,1.6414,17.9196,11.5794,2.1595,2.8262,6.3506,4.2303,4.2985,2.6645
2014-06-10,3.3109,1.6776,18.0676,11.8432,2.1877,2.8741,6.4236,4.2236,4.3476,2.7019
2014-06-11,3.324,1.6821,17.9985,11.9251,2.1689,2.8528,6.5259,4.2371,4.328,2.6956
2014-06-12,3.324,1.6595,17.89,11.6795,2.1595,2.8208,6.4528,4.1966,4.4457,2.677
2014-06-13,3.3839,1.6867,18.1663,11.8432,2.1877,2.8581,6.5356,4.2168,4.4457,2.733
2014-06-16,3.397,1.6935,18.7287,11.9615,2.1783,2.9805,6.5843,4.2236,4.5242,2.7579
2014-06-17,3.3446,1.7433,18.3537,11.9069,2.1783,3.0231,6.4869,4.1966,4.4457,2.7268
2014-06-18,3.3221,1.7274,18.2255,11.7068,2.1501,3.039,6.4918,4.2168,4.4163,2.6832
2014-06-19,3.2734,1.5938,17.959,11.5703,2.122,3.0923,6.2366,4.1831,4.3083,2.6334
2014-06-20,3.2959,1.621,18.0084,11.5521,2.122,3.071,6.3446,4.1494,4.328,2.6645
2014-06-23,3.3034,1.6278,17.959,11.5521,2.122,3.0869,6.3789,4.1156,4.3476,2.6458
2014-06-24,3.294,1.6052,18.5314,11.634,2.1407,3.1881,6.4035,4.1224,4.3574,2.6458
2014-06-25,3.2678,1.5644,18.5511,11.5703,2.122,3.1508,6.3838,4.1224,4.3378,2.6458
2014-06-26,3.3034,1.5938,18.7583,11.634,2.1501,3.1561,6.4574,4.1156,4.4261,2.6583
2014-06-27,3.3034,1.6165,19.1431,11.6795,2.1783,3.1508,6.4967,4.1089,4.7107,2.6521
2014-06-30,3.3296,1.6165,19.7944,11.7341,2.1689,3.2786,6.5409,4.1966,4.7801,2.6583
2014-07-01,3.3127,1.7048,19.6859,11.8068,2.1783,3.2413,6.5409,4.1629,4.7107,2.6521
2014-07-02,3.3315,1.6935,19.7253,11.7705,2.1783,3.2573,6.5359,4.2033,4.8595,2.6583
2014-07-03,3.3446,1.698,19.5872,11.7705,2.2159,3.2413,6.904,4.2506,4.8198,2.6956
2014-07-04,3.3726,1.6776,19.8649,11.7886,2.2065,3.2307,6.9678,4.2641,4.7405,2.6832
2014-07-07,3.3502,1.6821,19.6963,11.7523,2.1877,3.1402,7.0463,4.2438,4.8198,2.677
2014-07-08,3.3352,1.7319,19.736,11.8887,2.1971,3.1828,6.9874,4.2708,4.7801,2.7019
2014-07-09,3.3052,1.6708,19.974,11.7068,2.1689,3.1189,6.7911,4.2371,4.8297,2.6396
2014-07-10,3.3109,1.6731,19.7756,11.634,2.1689,3.1136,7.11,4.2371,4.8,2.6334
2014-07-11,3.3034,1.7138,19.7459,11.6886,2.1783,3.1402,7.1738,4.3148,4.8793,2.6458
2014-07-14,3.4138,1.7387,19.9145,11.825,2.1877,3.2147,7.3358,4.4419,4.9091,2.6832
2014-07-15,3.4531,1.707,20.3013,11.8796,2.1971,3.1881,7.218,4.4984,4.919,2.6832
2014-07-16,3.4363,1.6504,21.7492,11.8705,2.244,3.1561,7.1346,4.5125,4.7305,2.6832
2014-07-17,3.498,1.6572,21.4616,11.8523,2.2065,3.0976,7.0659,4.5125,4.6115,2.6766
2014-07-18,3.528,1.6618,21.174,11.9706,2.2159,3.0976,6.9972,4.4772,4.6115,2.6766
2014-07-21,3.5018,1.6187,20.9161,12.0251,2.1971,3.0763,7.11,4.4913,4.671,2.6502
2014-07-22,3.5448,1.6369,20.9261,12.0615,2.2252,3.1295,7.2965,4.5337,4.7008,2.6766
2014-07-23,3.6478,1.6142,20.5194,12.0706,2.2159,3.1136,7.1935,4.569,4.7504,2.7162
2014-07-24,3.6777,1.6097,19.7062,12.1798,2.244,3.2892,7.218,4.7032,4.7405,2.8616
2014-07-25,3.8125,1.6369,19.9343,12.4345,2.2722,3.3265,7.1689,4.7173,4.79,2.8815
2014-07-28,3.8649,1.6595,19.9343,12.5891,2.3473,3.3797,7.2278,4.7526,4.919,3.0004
2014-07-29,3.8368,1.6686,19.974,12.5345,2.3379,3.3584,7.5075,4.8091,4.919,2.9938
2014-07-30,3.8705,1.6731,20.4203,12.4618,2.3567,3.4329,7.5026,4.7879,5.038,2.9674
2014-07-31,3.863,1.698,20.6484,12.4618,2.3662,3.5979,7.5566,4.8161,5.0479,3.0004
2014-08-01,3.8143,1.6595,20.8269,12.3344,2.3471,3.6298,7.3652,4.8444,4.9091,2.9409
2014-08-04,3.9079,1.6663,21.0451,12.5527,2.3853,3.6671,7.4094,4.915,5.0181,2.9872
2014-08-05,3.9285,1.7229,21.3624,12.4981,2.3949,3.6298,7.2131,4.9079,4.9686,2.9938
2014-08-06,3.9173,1.8089,21.6005,12.4345,2.433,3.8427,7.1886,4.8232,5.0082,2.9343
2014-08-07,3.8218,1.7501,21.1343,12.3253,2.4139,3.8374,7.0806,4.7596,4.9785,2.9079
2014-08-08,3.8424,1.7523,21.1542,12.3617,2.3949,3.7895,7.1002,4.7526,4.9487,2.9211
2014-08-11,3.9996,1.7568,21.6699,12.5527,2.4426,3.9119,7.1886,4.8373,5.0082,2.9674
2014-08-12,3.9659,1.7682,22.1658,12.8438,2.4139,3.8693,7.1689,4.8444,4.9785,2.9409
2014-08-13,3.9772,1.741,22.0467,12.7801,2.3853,3.864,7.11,4.802,4.9487,2.9145
2014-08-14,3.8705,1.7885,21.9377,12.6983,2.3662,3.8747,7.0217,4.7808,4.9983,2.8947
2014-08-15,3.9135,1.8134,21.9476,12.9864,2.3853,3.9119,7.0168,4.8585,5.0181,2.9343
2014-08-18,3.936,1.8293,22.4335,12.9121,2.4044,3.88,7.1689,4.9786,5.0479,2.9343
2014-08-19,3.9098,1.827,22.8897,13.0701,2.4044,3.8055,7.1542,4.9291,5.0479,2.9211
2014-08-20,3.8742,1.7953,22.6319,12.9771,2.4139,3.8161,7.1738,4.9291,5.0479,2.9079
2014-08-21,3.7975,1.8814,22.4236,12.9214,2.3853,3.7629,7.2671,4.9644,5.0082,2.8682
2014-08-22,3.8162,1.8678,23.1278,12.7354,2.3949,3.7735,7.3603,5.0139,5.0479,2.8749
2014-08-25,3.7881,1.8248,22.6418,12.9214,2.4807,3.7416,7.0708,5.0139,4.9586,2.8418
2014-08-26,3.7713,1.7863,22.255,12.689,2.3949,3.6511,6.8843,5.2257,4.8694,2.8286
2014-08-27,3.8203,1.7885,22.2649,12.6053,2.3853,3.6405,6.9874,5.1339,4.9487,2.822
2014-08-28,3.8524,1.7455,22.3839,12.4845,2.3662,3.6937,7.0119,5.0633,4.8297,2.7955
2014-08-29,3.8618,1.7636,22.4137,12.6053,2.3853,3.8268,7.0855,5.261,5.0181,2.8286
2014-09-01,3.8788,1.8021,22.8104,12.7912,2.3853,3.8427,7.2573,5.261,5.1173,2.8352
2014-09-02,3.9052,1.8293,23.098,12.9492,2.4044,3.88,7.3996,5.2681,5.2066,2.8682
2014-09-03,3.9844,1.8361,22.9592,12.9585,2.433,3.8747,7.4192,5.3811,5.3057,2.9211
2014-09-04,3.9712,1.8904,22.9195,13.1909,2.4521,3.88,7.4388,5.4235,5.3454,2.9211
2014-09-05,3.9768,1.8904,23.6931,13.5349,2.5094,3.88,8.1847,5.4093,5.7719,2.9409
2014-09-09,3.9806,1.904,23.4253,13.4698,2.5284,3.8268,8.2092,5.3528,5.7421,2.9145
2014-09-10,3.9108,1.9583,23.336,13.3769,2.5571,3.7576,8.0767,5.367,5.6925,2.9079
2014-09-11,3.8505,1.9017,22.9889,13.4977,2.5189,3.7256,7.9393,5.3387,5.6925,2.8815
2014-09-12,3.8693,1.9199,23.5542,13.507,2.6048,3.7522,8.1552,5.3528,5.9801,2.8881
2014-09-15,3.8486,1.9357,23.5245,13.6093,2.7383,3.8268,8.0473,5.2822,6.0099,2.9145
2014-09-16,3.7826,1.8406,22.3145,13.4326,2.6811,3.683,7.8117,5.3034,5.6925,2.9013
2014-09-17,3.7581,1.8542,22.0368,13.5907,2.7193,3.7469,7.8804,5.3528,5.7024,2.8947
2014-09-18,3.7618,1.8542,22.1063,13.5163,2.7574,3.715,7.8902,5.367,5.6628,3.0269
2014-09-19,3.8222,1.8723,22.4434,13.4791,2.786,3.7363,7.8951,5.4023,5.9008,3.0004
2014-09-22,3.7562,1.938,22.7112,13.4233,2.6906,3.8108,7.9001,5.4164,5.752,2.9277
2014-09-23,3.7977,1.9855,23.8815,13.6,2.7193,3.8108,8.0424,5.4164,5.8611,2.9674
2014-09-24,3.8467,2.0331,24.1889,13.6743,2.7574,3.88,8.0129,5.4729,6.0396,3.0004
2014-09-25,3.8222,2.0059,23.8022,13.7952,2.786,3.9651,8.0227,5.4658,6.0,3.0335
2014-09-26,3.8184,2.0512,24.0699,14.0462,2.8433,3.9651,8.2681,5.5011,5.9603,2.9938
2014-09-29,3.8241,2.0806,24.5956,14.0555,2.8528,3.9545,8.3809,5.5435,6.5553,3.007
2014-09-30,3.8241,2.1734,24.8336,13.9997,2.8433,4.0875,8.4055,5.5788,6.5057,3.0004
2014-10-08,3.892,2.1712,25.141,14.0369,2.8147,4.1567,8.3662,5.5788,6.6247,3.0269
2014-10-09,3.8656,2.1576,24.6551,14.009,2.7956,4.0875,8.1847,5.5294,6.6743,3.0136
2014-10-10,3.8863,2.0964,24.5956,13.7673,2.8147,3.9864,8.4202,5.3599,6.5256,3.0335
2014-10-13,3.8109,2.1349,24.0402,13.5628,2.7574,3.9226,8.641,5.2893,6.5553,3.0004
2014-10-14,3.7977,2.0829,23.8022,13.5721,2.7383,3.9119,8.587,5.1834,6.7041,3.0004
2014-10-15,3.8165,2.0602,24.9328,13.7673,2.9196,3.9119,8.6704,5.374,6.6049,3.0533
2014-10-16,3.7732,2.0534,24.8137,13.5628,2.9101,3.8747,8.4349,5.2469,6.3768,3.1392
2014-10-17,3.743,1.9923,24.9724,13.5814,2.8433,3.88,8.3466,5.2681,6.3471,3.0731
2014-10-20,3.7788,2.067,25.0518,13.6743,2.8338,3.9438,8.4938,5.3246,6.3966,3.1458
2014-10-21,3.7524,2.0738,24.9724,13.4791,2.8338,3.848,8.2583,5.5506,6.4066,3.0731
2014-10-22,3.7581,2.0738,24.4766,13.4512,2.786,3.7895,7.9589,5.5647,6.476,3.0731
2014-10-23,3.7109,1.9855,24.1394,13.3676,2.7097,3.7416,7.8461,5.6071,6.3371,3.0599
2014-10-24,3.6958,1.9266,24.7642,13.3862,2.6811,3.7256,7.7283,5.5718,6.1586,3.0467
