date,0
2023-08-08,0.0024999999999999996
2023-08-09,8.10698550659998e-06
2023-08-10,2.1299744864094338e-05
2023-08-11,1.1722662942741104e-05
2023-08-14,2.196809070874647e-05
2023-08-15,2.57244979121351e-05
2023-08-16,1.2809434580252537e-05
2023-08-17,2.0659996017970113e-05
2023-08-18,2.012308857544628e-05
2023-08-21,2.078873689245073e-05
2023-08-22,1.2401472696547036e-05
2023-08-23,3.283390696931372e-05
2023-08-24,1.4980906851535777e-05
2023-08-25,2.5952657882910632e-05
2023-08-28,3.9909927208787824e-05
2023-08-29,2.887539409754675e-05
2023-08-30,2.2824008751569768e-05
2023-08-31,2.1576682907298678e-05
2023-09-01,2.5810817521461143e-05
2023-09-04,4.083605615567313e-05
2023-09-05,2.7652076873789312e-05
2023-09-06,2.2062769571844706e-05
2023-09-07,2.292349243358914e-05
2023-09-08,8.445302645778416e-06
2023-09-11,9.615068222573531e-06
2023-09-12,7.5297802061135235e-06
2023-09-13,1.989552047728217e-05
2023-09-14,2.7510213068433894e-05
2023-09-15,6.1158290145635534e-06
2023-09-18,2.449431471355125e-05
2023-09-19,1.700077627126324e-05
2023-09-20,1.8937891468517802e-05
2023-09-21,1.217668841614627e-05
2023-09-22,1.1433106362862439e-05
2023-09-25,9.398486225532912e-06
2023-09-26,8.315673706755867e-06
2023-09-27,8.56824174172668e-06
2023-09-28,3.0244658843056907e-05
2023-10-09,2.958629963820377e-05
2023-10-10,1.7925745516417153e-05
2023-10-11,5.0579961935987894e-05
2023-10-12,3.335905293038741e-05
2023-10-13,2.488573139414316e-05
2023-10-16,1.3116651976638385e-05
2023-10-17,9.917437978247743e-06
2023-10-18,1.799865632092961e-05
2023-10-19,1.206978033433529e-05
2023-10-20,2.2026659682581258e-05
2023-10-23,1.4250665845496258e-05
2023-10-24,3.069658197468984e-05
2023-10-25,4.658561386336255e-05
2023-10-26,1.815745912398331e-05
2023-10-27,2.294576998030952e-05
2023-10-30,5.282725935332906e-05
2023-10-31,9.396546843974602e-06
2023-11-01,1.597547707479216e-05
2023-11-02,1.9972694957049398e-05
2023-11-03,1.3973037305910156e-05
2023-11-06,3.234604884321939e-05
2023-11-07,7.678085946419927e-06
2023-11-08,2.126022851809399e-05
2023-11-09,8.482149876740196e-06
2023-11-10,9.815307960451257e-06
2023-11-13,5.6053795994084934e-06
2023-11-14,1.7894697034910763e-05
2023-11-15,1.1548961799416076e-05
2023-11-16,1.4601272064660278e-05
2023-11-17,1.5301906719420142e-05
2023-11-20,1.7037339619682708e-05
2023-11-21,1.4253432003669856e-05
2023-11-22,1.03871438560962e-05
2023-11-23,1.0838864486166395e-05
2023-11-24,1.0505007334297957e-05
2023-11-27,1.6018141706317323e-05
2023-11-28,1.3593854587615325e-05
2023-11-29,1.632907256180816e-05
2023-11-30,1.766597319752757e-05
2023-12-01,1.9947315470308843e-05
2023-12-04,2.0517290418346286e-05
2023-12-05,2.1125596726129337e-05
2023-12-06,1.441654512426678e-05
2023-12-07,2.0990053305439134e-05
2023-12-08,2.406662118009082e-05
2023-12-11,1.6865919627023196e-05
2023-12-12,2.2706587103612734e-05
2023-12-13,1.9692317671964123e-05
2023-12-14,1.6766730405228014e-05
2023-12-15,8.852440647960572e-06
2023-12-18,1.764034253677922e-05
2023-12-19,1.911369755812923e-05
2023-12-20,2.4802153499945486e-05
2023-12-21,2.2765576728472623e-05
2023-12-22,1.2517504685062757e-05
2023-12-25,1.2586620961320215e-05
2023-12-26,1.6458974573069842e-05
2023-12-27,9.918103039402623e-06
2023-12-28,3.8696932964034286e-05
2023-12-29,1.7827129966829847e-05
2024-01-02,2.324684660707497e-05
2024-01-03,1.621243740181835e-05
2024-01-04,1.6189120105464406e-05
2024-01-05,4.832439907553184e-05
2024-01-08,1.604354093656858e-05
2024-01-09,2.7313055087702508e-05
2024-01-10,1.3564235653248337e-05
2024-01-11,2.6076915984372386e-05
2024-01-12,1.2953695565712118e-05
2024-01-15,2.3477422078466422e-05
2024-01-16,1.950834264595703e-05
2024-01-17,9.640088457843183e-06
2024-01-18,2.0161650286563217e-05
2024-01-19,1.8275565020086247e-05
2024-01-22,1.4607583662911782e-05
2024-01-23,1.010095861190722e-05
2024-01-24,2.0154225840571813e-05
2024-01-25,3.964779580209894e-05
2024-01-26,2.5489026437036004e-05
2024-01-29,5.253234449218062e-05
2024-01-30,2.785450787202648e-05
2024-01-31,4.5818246297264756e-05
2024-02-01,2.2131508385253625e-05
2024-02-02,2.5457487330490632e-05
2024-02-05,4.5208487905931746e-05
2024-02-06,4.711126128514733e-05
2024-02-07,1.8212920271959146e-05
2024-02-08,2.9286289558293643e-05
2024-02-19,1.8770743589526536e-05
2024-02-20,0.0
