date,0
2023-08-08,0.0025
2023-08-09,1.1159993174000189e-05
2023-08-10,1.4144654667980336e-05
2023-08-11,1.669546571901311e-05
2023-08-14,2.1916901390100437e-05
2023-08-15,0.0007441709229888121
2023-08-16,1.9000085872825985e-05
2023-08-17,1.4087102630430471e-05
2023-08-18,7.22881262945903e-05
2023-08-21,6.330721478602822e-05
2023-08-22,1.1037224790905763e-05
2023-08-23,3.380507724970419e-05
2023-08-24,3.8900700324392584e-05
2023-08-25,4.0187835155180255e-05
2023-08-28,2.1070107858839363e-05
2023-08-29,3.1211612177439556e-05
2023-08-30,3.0841115898075416e-05
2023-08-31,1.727485557168146e-05
2023-09-01,0.0008541977076005877
2023-09-04,0.0006035489310885288
2023-09-05,0.001401545016590005
2023-09-06,2.504087292661866e-05
2023-09-07,0.0008617494890783779
2023-09-08,0.0008895097626736404
2023-09-11,1.3181418403418453e-05
2023-09-12,0.0007715503924828279
2023-09-13,0.0007937013607236174
2023-09-14,3.72348214931254e-05
2023-09-15,1.0053751536443334e-05
2023-09-18,2.0087057291027577e-05
2023-09-19,2.5277269550422912e-05
2023-09-20,2.2706616535636765e-05
2023-09-21,6.479578301915376e-06
2023-09-22,1.8244405431253945e-05
2023-09-25,1.1644869230352375e-05
2023-09-26,1.1556242290684422e-05
2023-09-27,1.2553803079104324e-05
2023-09-28,3.1406140699862315e-05
2023-10-09,3.930533236211701e-05
2023-10-10,7.6406862400777e-05
2023-10-11,1.2438271834788274e-05
2023-10-12,2.6847359068050364e-05
2023-10-13,2.7635323640290205e-05
2023-10-16,2.7186846698503898e-05
2023-10-17,1.1471920197897592e-05
2023-10-18,3.824277253722662e-05
2023-10-19,1.6485532229703176e-05
2023-10-20,0.0007400671248158755
2023-10-23,3.122283099499842e-05
2023-10-24,3.2498169841700165e-05
2023-10-25,8.059367866931587e-05
2023-10-26,6.602976531299326e-05
2023-10-27,2.2320869498158366e-05
2023-10-30,1.942523570368912e-05
2023-10-31,1.3185546660260134e-05
2023-11-01,1.4044940992362608e-05
2023-11-02,1.9125124301472568e-05
2023-11-03,2.146960731008503e-05
2023-11-06,3.060935777094797e-05
2023-11-07,1.030389276945169e-05
2023-11-08,0.0005715099348857364
2023-11-09,1.379946316413511e-05
2023-11-10,9.654061944591229e-06
2023-11-13,0.0013549654754239316
2023-11-14,0.0006134651556400258
2023-11-15,0.0007718038897687517
2023-11-16,1.6575686510236086e-05
2023-11-17,5.056378257757767e-06
2023-11-20,9.574171749790671e-05
2023-11-21,1.0885312534820072e-05
2023-11-22,1.628038896838062e-05
2023-11-23,1.0722973272560086e-05
2023-11-24,1.4588465772947048e-05
2023-11-27,6.332152080464365e-06
2023-11-28,9.60335108717046e-06
2023-11-29,1.996493867917514e-05
2023-11-30,2.3582929975873675e-05
2023-12-01,2.0799677771144373e-05
2023-12-04,1.2814392297066567e-05
2023-12-05,2.365587740374705e-05
2023-12-06,6.864347644094701e-06
2023-12-07,4.9828132609981554e-05
2023-12-08,1.5325547327669247e-05
2023-12-11,1.0880670239175515e-05
2023-12-12,2.82738175341542e-05
2023-12-13,1.6591899509332323e-05
2023-12-14,9.203443377314238e-06
2023-12-15,1.1380954926410198e-05
2023-12-18,2.9308154003176884e-05
2023-12-19,1.679275485149135e-05
2023-12-20,3.0365064944610472e-05
2023-12-21,2.779325044957518e-05
2023-12-22,2.029432932560928e-05
2023-12-25,1.5231625645537597e-05
2023-12-26,1.667304606050147e-05
2023-12-27,3.605512304996368e-05
2023-12-28,4.668583400604182e-05
2023-12-29,1.5606283011169007e-05
2024-01-02,3.86055003991321e-05
2024-01-03,9.841786263382431e-06
2024-01-04,0.00046610103187920806
2024-01-05,1.5668897413897673e-05
2024-01-08,1.529200767929048e-05
2024-01-09,1.178079349009191e-05
2024-01-10,7.784585711469892e-06
2024-01-11,2.389766113743407e-05
2024-01-12,2.8524515134294226e-05
2024-01-15,1.1256652150116961e-05
2024-01-16,2.3489470957459644e-05
2024-01-17,1.2811956286027666e-05
2024-01-18,2.9904201011064334e-05
2024-01-19,7.84078473306086e-05
2024-01-22,1.5409484909091363e-05
2024-01-23,9.892965414287539e-06
2024-01-24,0.00015639062797918597
2024-01-25,2.9008025105136314e-05
2024-01-26,1.818528696992419e-05
2024-01-29,1.8373039706938728e-05
2024-01-30,2.3981383300903976e-05
2024-01-31,3.329193433091233e-05
2024-02-01,8.908202240554754e-05
2024-02-02,1.5010780085858186e-05
2024-02-05,2.9071786727309506e-05
2024-02-06,4.647300485536303e-05
2024-02-07,1.6372965103183333e-05
2024-02-08,1.1231278357693432e-05
2024-02-19,1.2829247297175612e-05
2024-02-20,0.0
