step,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/std,train/value_loss
22528,128.0,-0.871981680393219,525.0,0.03980031609535217,0.34028321504592896,0.20000000298023224,-15.482315063476562,0.6709738373756409,0.0003000000142492354,-0.054824020713567734,-0.05126519501209259,0.9876704216003418,0.035080309957265854
24576,128.0,-0.7814837098121643,525.0,0.04727231711149216,0.40283203125,0.20000000298023224,-15.458852767944336,0.8031567931175232,0.0003000000142492354,-0.07424888014793396,-0.05357631668448448,0.9857304692268372,0.028127696365118027
26624,128.0,-0.8541330099105835,525.0,0.06393124163150787,0.4420410096645355,0.20000000298023224,-15.441544532775879,0.7800351977348328,0.0003000000142492354,-0.09043141454458237,-0.06365834921598434,0.9847051501274109,0.02561776712536812
28672,128.0,-0.6784291863441467,525.0,0.07610814273357391,0.47822266817092896,0.20000000298023224,-15.446946144104004,0.7103939652442932,0.0003000000142492354,-0.08408240973949432,-0.0665101706981659,0.9859904050827026,0.03246795013546944
30720,128.0,-0.7534967064857483,525.0,0.07961760461330414,0.507861316204071,0.20000000298023224,-15.446941375732422,0.6094774007797241,0.0003000000142492354,-0.07287932187318802,-0.05439886823296547,0.9847768545150757,0.025328319519758224
32768,128.0,-1.081760287284851,526.0,0.08256342262029648,0.513623058795929,0.20000000298023224,-15.425471305847168,0.4153009057044983,0.0003000000142492354,-0.09262233972549438,-0.06385134905576706,0.982026219367981,0.02055731602013111
34816,128.0,-1.2473235130310059,526.0,0.1014813780784607,0.521533191204071,0.20000000298023224,-15.401883125305176,0.5518413782119751,0.0003000000142492354,-0.09297263622283936,-0.0706276074051857,0.9806634187698364,0.017228595912456512
36864,128.0,-1.5397906303405762,526.0,0.09972597658634186,0.5375000238418579,0.20000000298023224,-15.387068748474121,0.585085928440094,0.0003000000142492354,-0.09747537970542908,-0.0679854303598404,0.9795053005218506,0.030833709985017776
38912,128.0,-1.3813985586166382,526.0,0.10142531991004944,0.524462878704071,0.20000000298023224,-15.364278793334961,0.42794573307037354,0.0003000000142492354,-0.08064910024404526,-0.06964463740587234,0.9762492179870605,0.0374496653676033
40960,128.0,-1.6064175367355347,527.0,0.12700915336608887,0.582812488079071,0.20000000298023224,-15.324800491333008,0.37816113233566284,0.0003000000142492354,-0.08988159149885178,-0.068254254758358,0.9733210802078247,0.03687010332942009
43008,128.0,-1.6603171825408936,527.0,0.08833591639995575,0.5184081792831421,0.20000000298023224,-15.298452377319336,0.3842938542366028,0.0003000000142492354,-0.06777302175760269,-0.052651721984148026,0.9716045260429382,0.022450458258390427
45056,128.0,-1.5464065074920654,527.0,0.11999329924583435,0.5712890625,0.20000000298023224,-15.284001350402832,0.5117505192756653,0.0003000000142492354,-0.09058412909507751,-0.07417567074298859,0.9705862998962402,0.03070070408284664
47104,128.0,-1.3490092754364014,527.0,0.1494840681552887,0.5810546875,0.20000000298023224,-15.274833679199219,0.5576499700546265,0.0003000000142492354,-0.10366013646125793,-0.08045144379138947,0.9695549011230469,0.025406045839190483
49152,128.0,-1.2311478853225708,527.0,0.1541099101305008,0.6224120855331421,0.20000000298023224,-15.257770538330078,0.38231444358825684,0.0003000000142492354,-0.09112834185361862,-0.07494929432868958,0.9676780104637146,0.026786651462316513
51200,128.0,-1.1677933931350708,528.0,0.15981581807136536,0.620556652545929,0.20000000298023224,-15.230443954467773,0.5889075994491577,0.0003000000142492354,-0.10840587317943573,-0.07600751519203186,0.9654151797294617,0.022071603685617447
53248,128.0,-1.1150035858154297,528.0,0.19213715195655823,0.6513671875,0.20000000298023224,-15.206778526306152,0.6921719908714294,0.0003000000142492354,-0.09802886843681335,-0.08360826969146729,0.9634286761283875,0.03432522714138031
55296,128.0,-1.0689990520477295,528.0,0.18362200260162354,0.6474609375,0.20000000298023224,-15.170108795166016,0.4442797303199768,0.0003000000142492354,-0.1066417545080185,-0.07771255075931549,0.9590140581130981,0.022669220343232155
57344,128.0,-0.9898752570152283,529.0,0.19768080115318298,0.627001941204071,0.20000000298023224,-15.127795219421387,0.7359439730644226,0.0003000000142492354,-0.09938871115446091,-0.07952172309160233,0.9564313888549805,0.02547433227300644
59392,128.0,-1.0843017101287842,529.0,0.21139729022979736,0.639599621295929,0.20000000298023224,-15.109561920166016,0.5301024913787842,0.0003000000142492354,-0.10503897815942764,-0.07743749022483826,0.95579594373703,0.021289344877004623
61440,128.0,-1.0729926824569702,529.0,0.23028041422367096,0.6603027582168579,0.20000000298023224,-15.10124683380127,0.6257220506668091,0.0003000000142492354,-0.09779787063598633,-0.08175047487020493,0.9544593095779419,0.0305175818502903
63488,128.0,-1.1672039031982422,529.0,0.25207799673080444,0.668896496295929,0.20000000298023224,-15.076375007629395,0.42221933603286743,0.0003000000142492354,-0.10865641385316849,-0.07956952601671219,0.9517605900764465,0.03182823956012726
65536,128.0,-1.2602033615112305,529.0,0.20391593873500824,0.6595214605331421,0.20000000298023224,-15.043624877929688,0.525612473487854,0.0003000000142492354,-0.10558798909187317,-0.07799424976110458,0.9489240050315857,0.022135470062494278
67584,128.0,-1.2105839252471924,529.0,0.23505853116512299,0.661376953125,0.20000000298023224,-15.008532524108887,0.6918790936470032,0.0003000000142492354,-0.0932685136795044,-0.07875783741474152,0.94505774974823,0.03655640780925751
69632,128.0,-1.076521396636963,530.0,0.31137382984161377,0.6875,0.20000000298023224,-14.975278854370117,0.7236577272415161,0.0003000000142492354,-0.12422407418489456,-0.0809675008058548,0.9443839192390442,0.019463082775473595
71680,128.0,-1.1085100173950195,530.0,0.3060811758041382,0.692675769329071,0.20000000298023224,-14.958053588867188,0.6462115049362183,0.0003000000142492354,-0.12497958540916443,-0.08893971145153046,0.9415007829666138,0.03324882313609123
73728,128.0,-1.2169075012207031,529.0,0.2655179500579834,0.68603515625,0.20000000298023224,-14.92081356048584,0.6314531564712524,0.0003000000142492354,-0.09719347208738327,-0.07828278094530106,0.9381230473518372,0.03049403987824917
75776,128.0,-1.1205123662948608,530.0,0.2617712616920471,0.6905761957168579,0.20000000298023224,-14.881413459777832,0.4960923194885254,0.0003000000142492354,-0.10741420090198517,-0.06970958411693573,0.9353010058403015,0.036825940012931824
77824,128.0,-1.0771665573120117,530.0,0.2727258801460266,0.6820312738418579,0.20000000298023224,-14.86376953125,0.5874999761581421,0.0003000000142492354,-0.08478540927171707,-0.07590899616479874,0.9351290464401245,0.037973593920469284
79872,128.0,-0.9630655646324158,530.0,0.37110525369644165,0.701123058795929,0.20000000298023224,-14.853188514709473,0.7016943693161011,0.0003000000142492354,-0.11507323384284973,-0.08339773118495941,0.932923436164856,0.027063030749559402
81920,128.0,-1.0044056177139282,530.0,0.3293725550174713,0.7071777582168579,0.20000000298023224,-14.823498725891113,0.6615011692047119,0.0003000000142492354,-0.12234067916870117,-0.08491186052560806,0.9303534626960754,0.03407498821616173
83968,128.0,-1.045562505722046,530.0,0.33990800380706787,0.712109386920929,0.20000000298023224,-14.792825698852539,0.6653003096580505,0.0003000000142492354,-0.11063896119594574,-0.08293559402227402,0.9277337193489075,0.022941894829273224
86016,128.0,-0.8817848563194275,530.0,0.2588300108909607,0.677050769329071,0.20000000298023224,-14.759140968322754,0.6839023232460022,0.0003000000142492354,-0.0979587659239769,-0.07243108749389648,0.9246171116828918,0.027113689109683037
88064,128.0,-0.8715643882751465,530.0,0.3322244882583618,0.6917968988418579,0.20000000298023224,-14.727662086486816,0.6923452019691467,0.0003000000142492354,-0.11431600153446198,-0.08423537760972977,0.9225348830223083,0.023832781240344048
90112,128.0,-0.7593351006507874,530.0,0.35516396164894104,0.6990722417831421,0.20000000298023224,-14.68677806854248,0.5240494608879089,0.0003000000142492354,-0.1024472787976265,-0.07979279011487961,0.9178531169891357,0.03796999529004097
92160,128.0,-0.8813246488571167,531.0,0.3859182894229889,0.7168945074081421,0.20000000298023224,-14.649635314941406,0.7102113366127014,0.0003000000142492354,-0.10167713463306427,-0.07709690183401108,0.9167681932449341,0.030140385031700134
94208,128.0,-0.9870002865791321,530.0,0.3745015263557434,0.701367199420929,0.20000000298023224,-14.638084411621094,0.7913329601287842,0.0003000000142492354,-0.11163094639778137,-0.08606510609388351,0.9155365824699402,0.027676953002810478
96256,128.0,-1.016092300415039,530.0,0.30917882919311523,0.697705090045929,0.20000000298023224,-14.620241165161133,0.6818170547485352,0.0003000000142492354,-0.07521939277648926,-0.07288789004087448,0.9130951762199402,0.029686739668250084
98304,128.0,-1.1393924951553345,531.0,0.34768638014793396,0.709033191204071,0.20000000298023224,-14.600945472717285,0.7802014946937561,0.0003000000142492354,-0.10963986814022064,-0.07824071496725082,0.9125089645385742,0.03069884143769741
100352,128.0,-1.273857831954956,531.0,0.4042990207672119,0.713134765625,0.20000000298023224,-14.583407402038574,0.7032346725463867,0.0003000000142492354,-0.12170267105102539,-0.08338707685470581,0.9108774065971375,0.03009987436234951
102400,128.0,-1.2612706422805786,531.0,0.3683115839958191,0.718310534954071,0.20000000298023224,-14.570974349975586,0.6018014550209045,0.0003000000142492354,-0.10946717113256454,-0.08400582522153854,0.909422755241394,0.029732756316661835
104448,128.0,-1.2109311819076538,531.0,0.36420738697052,0.7154296636581421,0.20000000298023224,-14.54590129852295,0.6554170846939087,0.0003000000142492354,-0.0996260941028595,-0.08265611529350281,0.9072073698043823,0.0433046855032444
106496,128.0,-1.0685709714889526,531.0,0.36829957365989685,0.699169933795929,0.20000000298023224,-14.52017879486084,0.705583930015564,0.0003000000142492354,-0.09537476301193237,-0.0752321183681488,0.9049336910247803,0.05165444314479828
108544,128.0,-0.8298819065093994,531.0,0.3288242220878601,0.7071288824081421,0.20000000298023224,-14.490704536437988,0.6844324469566345,0.0003000000142492354,-0.10077482461929321,-0.07655321806669235,0.9028119444847107,0.031020483002066612
110592,128.0,-0.7392279505729675,532.0,0.4317147135734558,0.726269543170929,0.20000000298023224,-14.473477363586426,0.7140923738479614,0.0003000000142492354,-0.11943347752094269,-0.08935447782278061,0.9015387892723083,0.02201457880437374
112640,128.0,-0.7944772839546204,532.0,0.40535157918930054,0.7188965082168579,0.20000000298023224,-14.457752227783203,0.6898642182350159,0.0003000000142492354,-0.11700837314128876,-0.08323264867067337,0.9017348289489746,0.03280876949429512
114688,128.0,-0.7082996964454651,532.0,0.3719807267189026,0.703857421875,0.20000000298023224,-14.45956802368164,0.7686350345611572,0.0003000000142492354,-0.10710582882165909,-0.07345496863126755,0.9006705284118652,0.0351264588534832
116736,128.0,-0.8907387256622314,532.0,0.44440144300460815,0.751220703125,0.20000000298023224,-14.440916061401367,0.7145578861236572,0.0003000000142492354,-0.12538757920265198,-0.08677908778190613,0.8986563682556152,0.033596258610486984
118784,128.0,-1.025626301765442,532.0,0.4161315858364105,0.722460925579071,0.20000000298023224,-14.415590286254883,0.716251015663147,0.0003000000142492354,-0.10577382147312164,-0.07913392037153244,0.8971406817436218,0.043653979897499084
120832,128.0,-1.0393640995025635,532.0,0.4024869203567505,0.724316418170929,0.20000000298023224,-14.400629997253418,0.3653087019920349,0.0003000000142492354,-0.10400882363319397,-0.07570089399814606,0.8954857587814331,0.03043927438557148
122880,128.0,-1.1739050149917603,532.0,0.5001917481422424,0.7274414300918579,0.20000000298023224,-14.378161430358887,0.5941792726516724,0.0003000000142492354,-0.09070858359336853,-0.07396097481250763,0.894005298614502,0.04350225627422333
124928,128.0,-1.1526175737380981,532.0,0.4669698178768158,0.731005847454071,0.20000000298023224,-14.360250473022461,0.6161413192749023,0.0003000000142492354,-0.100950226187706,-0.08122697472572327,0.8922780156135559,0.04171682149171829
126976,128.0,-1.1402252912521362,532.0,0.4585285782814026,0.725634753704071,0.20000000298023224,-14.342277526855469,0.6578758955001831,0.0003000000142492354,-0.0987958088517189,-0.07359503209590912,0.8907956480979919,0.04030831530690193
129024,128.0,-1.1102094650268555,532.0,0.5659993886947632,0.7459961175918579,0.20000000298023224,-14.320158958435059,0.6023781299591064,0.0003000000142492354,-0.10813640803098679,-0.08111069351434708,0.8890117406845093,0.03075665608048439
131072,128.0,-1.0494581460952759,532.0,0.5561434626579285,0.755810558795929,0.20000000298023224,-14.297741889953613,0.7732837200164795,0.0003000000142492354,-0.11802924424409866,-0.08018205314874649,0.886999785900116,0.027919864282011986
133120,128.0,-0.9427913427352905,532.0,0.5355054140090942,0.750683605670929,0.20000000298023224,-14.278759956359863,0.6493574380874634,0.0003000000142492354,-0.11147584021091461,-0.08234726637601852,0.8863738179206848,0.03294500708580017
135168,128.0,-0.9087908864021301,532.0,0.5176304578781128,0.7637695074081421,0.20000000298023224,-14.26054859161377,0.6434170007705688,0.0003000000142492354,-0.10964132845401764,-0.07777608931064606,0.8837146759033203,0.033516041934490204
137216,128.0,-0.805977463722229,532.0,0.5340745449066162,0.7435547113418579,0.20000000298023224,-14.225883483886719,0.7746032476425171,0.0003000000142492354,-0.11278016865253448,-0.08246906846761703,0.8810924291610718,0.03656475618481636
139264,128.0,-0.8151615262031555,532.0,0.6907722353935242,0.759082019329071,0.20000000298023224,-14.196866989135742,0.7825468182563782,0.0003000000142492354,-0.09848998486995697,-0.07976046949625015,0.8791386485099792,0.022852836176753044
141312,128.0,-0.7983752489089966,532.0,0.5072084069252014,0.751660168170929,0.20000000298023224,-14.179973602294922,0.7455273866653442,0.0003000000142492354,-0.08953661471605301,-0.07217467576265335,0.8782369494438171,0.03597298637032509
143360,128.0,-0.8285892009735107,531.0,0.6560670137405396,0.758349597454071,0.20000000298023224,-14.15939998626709,0.741916298866272,0.0003000000142492354,-0.09888733923435211,-0.07922893762588501,0.8757834434509277,0.03055456094443798
145408,128.0,-0.9249034523963928,531.0,0.6334450244903564,0.7708984613418579,0.20000000298023224,-14.136282920837402,0.5785303115844727,0.0003000000142492354,-0.1034785732626915,-0.07902573049068451,0.8748220205307007,0.03705082833766937
147456,128.0,-0.8754185438156128,531.0,0.5708526968955994,0.754101574420929,0.20000000298023224,-14.128188133239746,0.6494884490966797,0.0003000000142492354,-0.10756393522024155,-0.07744238525629044,0.8747933506965637,0.026220455765724182
149504,128.0,-0.9012523889541626,531.0,0.5686632394790649,0.7562500238418579,0.20000000298023224,-14.122895240783691,0.6061547994613647,0.0003000000142492354,-0.11390571296215057,-0.07029926031827927,0.8735659718513489,0.028899604454636574
151552,128.0,-0.9554017782211304,531.0,0.5950624942779541,0.7582031488418579,0.20000000298023224,-14.10264778137207,0.7796840667724609,0.0003000000142492354,-0.11158481985330582,-0.08119558542966843,0.8717612028121948,0.02490662783384323
153600,128.0,-0.9094618558883667,531.0,0.5090607404708862,0.740039050579071,0.20000000298023224,-14.0713529586792,0.6802792549133301,0.0003000000142492354,-0.0795779675245285,-0.06936764717102051,0.8684636950492859,0.03149036318063736
155648,128.0,-0.9184819459915161,531.0,0.5906781554222107,0.773632824420929,0.20000000298023224,-14.036336898803711,0.8202710747718811,0.0003000000142492354,-0.10895362496376038,-0.08169330656528473,0.8667488098144531,0.038058437407016754
157696,128.0,-0.9281958937644958,531.0,0.5496327877044678,0.741650402545929,0.20000000298023224,-14.011963844299316,0.7435249090194702,0.0003000000142492354,-0.10354334115982056,-0.070716992020607,0.8642224669456482,0.03541620820760727
159744,128.0,-0.9348727464675903,531.0,0.5495361089706421,0.7508300542831421,0.20000000298023224,-13.985823631286621,0.7769274115562439,0.0003000000142492354,-0.11227648705244064,-0.0783010944724083,0.8629895448684692,0.027706092223525047
161792,128.0,-0.7968608736991882,531.0,0.5742226839065552,0.7369140386581421,0.20000000298023224,-13.971663475036621,0.5982770919799805,0.0003000000142492354,-0.11099058389663696,-0.06201931834220886,0.8615245819091797,0.029748089611530304
163840,128.0,-0.7329224944114685,531.0,0.7170908451080322,0.764941394329071,0.20000000298023224,-13.947121620178223,0.8086192607879639,0.0003000000142492354,-0.11977942287921906,-0.07988733053207397,0.8589959740638733,0.020472995936870575
165888,128.0,-0.913288950920105,531.0,0.6736106872558594,0.77490234375,0.20000000298023224,-13.922752380371094,0.8530000448226929,0.0003000000142492354,-0.10567035526037216,-0.07486224174499512,0.8578803539276123,0.02275528758764267
167936,128.0,-0.8089334964752197,531.0,0.6087037324905396,0.76611328125,0.20000000298023224,-13.90234375,0.6436194777488708,0.0003000000142492354,-0.10371100157499313,-0.07432279735803604,0.8552883863449097,0.026817357167601585
169984,128.0,-0.8884966969490051,531.0,0.6326842308044434,0.768017590045929,0.20000000298023224,-13.86756420135498,0.7964689135551453,0.0003000000142492354,-0.08739175647497177,-0.06495650112628937,0.8530923128128052,0.043113548308610916
172032,128.0,-0.8403831720352173,531.0,0.6302591562271118,0.7523437738418579,0.20000000298023224,-13.83874797821045,0.7592839002609253,0.0003000000142492354,-0.11218966543674469,-0.06751257926225662,0.851057767868042,0.02870890125632286
174080,128.0,-0.8247073292732239,531.0,0.6221649646759033,0.7627929449081421,0.20000000298023224,-13.8278169631958,0.6918667554855347,0.0003000000142492354,-0.10445722937583923,-0.06875192373991013,0.8509581685066223,0.03317386656999588
176128,128.0,-0.75532466173172,531.0,0.5957947969436646,0.761035144329071,0.20000000298023224,-13.827281951904297,0.8281046748161316,0.0003000000142492354,-0.11832433938980103,-0.07769258320331573,0.8506686687469482,0.03100690431892872
178176,128.0,-0.7822225093841553,531.0,0.5610796213150024,0.7520507574081421,0.20000000298023224,-13.806716918945312,0.642569899559021,0.0003000000142492354,-0.11002600193023682,-0.06927080452442169,0.8476871252059937,0.03072500042617321
180224,128.0,-0.691300630569458,531.0,0.6485370993614197,0.774462878704071,0.20000000298023224,-13.777759552001953,0.6552283763885498,0.0003000000142492354,-0.10959938913583755,-0.08408048003911972,0.8464154601097107,0.03537239134311676
182272,128.0,-0.6974654793739319,532.0,0.6683076024055481,0.7537597417831421,0.20000000298023224,-13.743268966674805,0.808747410774231,0.0003000000142492354,-0.11619892716407776,-0.07964885234832764,0.8419602513313293,0.026316802948713303
184320,128.0,-0.5788259506225586,532.0,0.7348610162734985,0.775195300579071,0.20000000298023224,-13.694106101989746,0.7070366144180298,0.0003000000142492354,-0.10059554129838943,-0.07379612326622009,0.8396320343017578,0.026443524286150932
186368,128.0,-0.7677064538002014,532.0,0.8313773274421692,0.7833496332168579,0.20000000298023224,-13.66818904876709,0.7020902037620544,0.0003000000142492354,-0.10675665736198425,-0.07103040814399719,0.8376603722572327,0.027753081172704697
188416,128.0,-0.676509439945221,532.0,0.7969716787338257,0.761962890625,0.20000000298023224,-13.636836051940918,0.6578942537307739,0.0003000000142492354,-0.07095783948898315,-0.0657028779387474,0.8349654674530029,0.0345044806599617
190464,128.0,-0.6946251392364502,532.0,0.7205766439437866,0.784863293170929,0.20000000298023224,-13.6153564453125,0.782711386680603,0.0003000000142492354,-0.10745891183614731,-0.07014869153499603,0.8348411321640015,0.037350259721279144
192512,128.0,-0.7521928548812866,532.0,0.6143965721130371,0.7605956792831421,0.20000000298023224,-13.611900329589844,0.5641015768051147,0.0003000000142492354,-0.102638378739357,-0.06899227946996689,0.833699107170105,0.026059653609991074
194560,128.0,-0.7324362397193909,532.0,0.6894609332084656,0.7749999761581421,0.20000000298023224,-13.588733673095703,0.8181523084640503,0.0003000000142492354,-0.0769064873456955,-0.06818899512290955,0.8320522308349609,0.03228225186467171
196608,128.0,-0.7984700798988342,532.0,0.6909337043762207,0.771484375,0.20000000298023224,-13.565274238586426,0.648661196231842,0.0003000000142492354,-0.10791264474391937,-0.06737066805362701,0.8299314379692078,0.04071513190865517
198656,128.0,-0.8075180649757385,532.0,0.7359504699707031,0.775195300579071,0.20000000298023224,-13.547423362731934,0.6808348298072815,0.0003000000142492354,-0.09770453721284866,-0.07594524323940277,0.8292925953865051,0.029911527410149574
200704,128.0,-0.8405336141586304,532.0,0.8761742115020752,0.770312488079071,0.20000000298023224,-13.541556358337402,0.6416730284690857,0.0003000000142492354,-0.09947842359542847,-0.0705861821770668,0.828498363494873,0.028295302763581276
202752,128.0,-0.8930560946464539,532.0,0.8544775247573853,0.780957043170929,0.20000000298023224,-13.515680313110352,0.6819463968276978,0.0003000000142492354,-0.1278509646654129,-0.0832497626543045,0.8255538940429688,0.024149229750037193
204800,128.0,-0.9256943464279175,532.0,0.7033696174621582,0.7770019769668579,0.20000000298023224,-13.494182586669922,0.5965288877487183,0.0003000000142492354,-0.07273224741220474,-0.0627484992146492,0.8255254626274109,0.03187459334731102
206848,128.0,-0.8712270259857178,532.0,0.8245027661323547,0.772998034954071,0.20000000298023224,-13.498476028442383,0.43932485580444336,0.0003000000142492354,-0.10702178627252579,-0.06794235855340958,0.8259641528129578,0.03206343576312065
208896,128.0,-0.6446030735969543,532.0,0.8724504709243774,0.782275378704071,0.20000000298023224,-13.496774673461914,0.7650421857833862,0.0003000000142492354,-0.10863558948040009,-0.06872781366109848,0.8254933953285217,0.0208114106208086
210944,128.0,-0.6466425061225891,532.0,0.7830268144607544,0.793261706829071,0.20000000298023224,-13.483009338378906,0.7278051376342773,0.0003000000142492354,-0.07741282135248184,-0.07178008556365967,0.8240087032318115,0.025079313665628433
212992,128.0,-0.47562360763549805,532.0,0.9488790035247803,0.783886730670929,0.20000000298023224,-13.46143627166748,0.788826584815979,0.0003000000142492354,-0.11953716725111008,-0.07024228572845459,0.8218453526496887,0.026838740333914757
215040,128.0,-0.23799043893814087,532.0,0.7919502854347229,0.79296875,0.20000000298023224,-13.427864074707031,0.6632157564163208,0.0003000000142492354,-0.1025853380560875,-0.05986925587058067,0.8191025853157043,0.02172486111521721
217088,128.0,-0.26898354291915894,532.0,0.7361149787902832,0.780322253704071,0.20000000298023224,-13.402864456176758,0.828463077545166,0.0003000000142492354,-0.09627174586057663,-0.06506597995758057,0.8180000185966492,0.035102806985378265
219136,128.0,-0.16145241260528564,532.0,0.8301847577095032,0.776562511920929,0.20000000298023224,-13.390166282653809,0.5392056703567505,0.0003000000142492354,-0.11280465126037598,-0.05503052845597267,0.8175746202468872,0.021557411178946495
221184,128.0,-0.39582911133766174,532.0,0.895751953125,0.780224621295929,0.20000000298023224,-13.382301330566406,0.7784874439239502,0.0003000000142492354,-0.09507539123296738,-0.07169739156961441,0.8162713050842285,0.026800554245710373
223232,128.0,-0.5093969702720642,532.0,0.7658455967903137,0.7870117425918579,0.20000000298023224,-13.356971740722656,0.8179466128349304,0.0003000000142492354,-0.10076840966939926,-0.06209717318415642,0.8141950368881226,0.030260585248470306
225280,128.0,-0.6716567873954773,532.0,0.8977553844451904,0.7698730230331421,0.20000000298023224,-13.338994979858398,0.7017903923988342,0.0003000000142492354,-0.08566176891326904,-0.0651392713189125,0.8139886856079102,0.041718922555446625
227328,128.0,-0.925692081451416,532.0,0.7786221504211426,0.7737792730331421,0.20000000298023224,-13.332180976867676,0.728858470916748,0.0003000000142492354,-0.09505879133939743,-0.06603001058101654,0.8131558895111084,0.028943456709384918
229376,128.0,-0.9971213936805725,532.0,0.6829689741134644,0.7694336175918579,0.20000000298023224,-13.3202543258667,0.5661759376525879,0.0003000000142492354,-0.09916739165782928,-0.058744389563798904,0.8121725916862488,0.022014355286955833
231424,128.0,-1.030098795890808,532.0,0.7570077180862427,0.788378894329071,0.20000000298023224,-13.306394577026367,0.5518518686294556,0.0003000000142492354,-0.09580835700035095,-0.05684317275881767,0.8105134963989258,0.021806007251143456
233472,128.0,-0.9746615290641785,532.0,0.9383047819137573,0.7930663824081421,0.20000000298023224,-13.282299041748047,0.7177263498306274,0.0003000000142492354,-0.08440800756216049,-0.06073981150984764,0.8094482421875,0.02618948370218277
235520,128.0,-0.8236335515975952,532.0,0.8835432529449463,0.790771484375,0.20000000298023224,-13.268706321716309,0.7604807615280151,0.0003000000142492354,-0.09205997735261917,-0.06602393835783005,0.8081998229026794,0.025021573528647423
237568,128.0,-0.8364787101745605,532.0,0.7419363260269165,0.78955078125,0.20000000298023224,-13.24676513671875,0.7644588351249695,0.0003000000142492354,-0.10490698367357254,-0.06205698102712631,0.8058621287345886,0.04260316491127014
239616,128.0,-0.681048572063446,532.0,1.0711448192596436,0.809130847454071,0.20000000298023224,-13.220660209655762,0.6534782648086548,0.0003000000142492354,-0.1038929894566536,-0.07230698317289352,0.8049972057342529,0.02459585666656494
241664,128.0,-0.5822847485542297,532.0,0.8213417530059814,0.7903808355331421,0.20000000298023224,-13.210713386535645,0.7542203664779663,0.0003000000142492354,-0.09087353199720383,-0.06275324523448944,0.803758442401886,0.031057272106409073
243712,128.0,-0.58693528175354,532.0,1.0580588579177856,0.7945312261581421,0.20000000298023224,-13.176024436950684,0.7186554670333862,0.0003000000142492354,-0.06333434581756592,-0.06046079471707344,0.8007616996765137,0.04780999571084976
245760,128.0,-0.6752740144729614,532.0,0.8270050287246704,0.7984863519668579,0.20000000298023224,-13.149532318115234,0.7419408559799194,0.0003000000142492354,-0.11175210028886795,-0.05853606015443802,0.7995071411132812,0.02602878399193287
247808,128.0,-0.6835504174232483,532.0,1.0730419158935547,0.8028320074081421,0.20000000298023224,-13.126277923583984,0.8022786378860474,0.0003000000142492354,-0.11836474388837814,-0.06906728446483612,0.79752117395401,0.026146583259105682
249856,128.0,-0.5592619180679321,532.0,0.9590766429901123,0.7916015386581421,0.20000000298023224,-13.097761154174805,0.5437831282615662,0.0003000000142492354,-0.1076875701546669,-0.06440692394971848,0.7951783537864685,0.026292456313967705
